debate_id,t_id,direction,explanation_type,ranking,total_graph_args,total_branches,count_args_returned,pct_args_of_graph,count_branches_returned,pct_branches_returned
60955,60955.35,strengthening,constructive,weak_to_strong,10,3,9,90.0,2,66.67
60955,60955.35,strengthening,destructive,weak_to_strong,10,2,10,100.0,2,100.0
60955,60955.35,strengthening,constructive,strong_to_weak,10,3,6,60.0,1,33.33
60955,60955.35,strengthening,destructive,strong_to_weak,10,2,7,70.0,1,50.0
60955,60955.35,strengthening,constructive,small_to_large,10,3,6,60.0,1,33.33
60955,60955.35,strengthening,destructive,small_to_large,10,2,7,70.0,1,50.0
