debate_id,t_id,direction,explanation_type,ranking,total_graph_args,total_branches,count_args_returned,pct_args_of_graph,count_branches_returned,pct_branches_returned
13288,13288.24,strengthening,constructive,weak_to_strong,7,2,7,100.0,2,100.0
13288,13288.24,strengthening,destructive,weak_to_strong,7,2,7,100.0,2,100.0
13288,13288.24,strengthening,constructive,strong_to_weak,7,2,6,85.71,1,50.0
13288,13288.24,strengthening,destructive,strong_to_weak,7,2,6,85.71,1,50.0
13288,13288.24,strengthening,constructive,small_to_large,7,2,7,100.0,2,100.0
13288,13288.24,strengthening,destructive,small_to_large,7,2,7,100.0,2,100.0
