debate_id,t_id,direction,explanation_type,ranking,total_graph_args,total_branches,count_args_returned,pct_args_of_graph,count_branches_returned,pct_branches_returned
2027,2027.2232,strengthening,constructive,weak_to_strong,306,7,226,73.86,3,42.86
2027,2027.2232,strengthening,destructive,weak_to_strong,306,3,306,100.0,3,100.0
2027,2027.2232,strengthening,constructive,strong_to_weak,306,7,226,73.86,3,42.86
2027,2027.2232,strengthening,destructive,strong_to_weak,306,3,220,71.9,2,66.67
2027,2027.2232,strengthening,constructive,small_to_large,306,7,226,73.86,3,42.86
2027,2027.2232,strengthening,destructive,small_to_large,306,3,306,100.0,3,100.0
