debate_id,t_id,direction,explanation_type,ranking,total_graph_args,total_branches,count_args_returned,pct_args_of_graph,count_branches_returned,pct_branches_returned
14768,14768.1,weakening,constructive,weak_to_strong,6,2,6,100.0,2,100.0
14768,14768.1,weakening,destructive,weak_to_strong,6,2,6,100.0,2,100.0
14768,14768.1,weakening,constructive,strong_to_weak,6,2,6,100.0,2,100.0
14768,14768.1,weakening,destructive,strong_to_weak,6,2,6,100.0,2,100.0
14768,14768.1,weakening,constructive,small_to_large,6,2,6,100.0,2,100.0
14768,14768.1,weakening,destructive,small_to_large,6,2,6,100.0,2,100.0
