debate_id,t_id,direction,explanation_type,ranking,total_graph_args,total_branches,count_args_returned,pct_args_of_graph,count_branches_returned,pct_branches_returned
28426,28426.1,strengthening,constructive,weak_to_strong,138,27,123,89.13,21,77.78
28426,28426.1,strengthening,destructive,weak_to_strong,138,2,138,100.0,2,100.0
28426,28426.1,strengthening,constructive,strong_to_weak,138,27,101,73.19,6,22.22
28426,28426.1,strengthening,destructive,strong_to_weak,138,2,107,77.54,1,50.0
28426,28426.1,strengthening,constructive,small_to_large,138,27,93,67.39,6,22.22
28426,28426.1,strengthening,destructive,small_to_large,138,2,138,100.0,2,100.0
