debate_id,t_id,direction,explanation_type,ranking,total_graph_args,total_branches,count_args_returned,pct_args_of_graph,count_branches_returned,pct_branches_returned
24907,24907.55,strengthening,constructive,weak_to_strong,9,4,7,77.78,2,50.0
24907,24907.55,strengthening,destructive,weak_to_strong,9,2,9,100.0,2,100.0
24907,24907.55,strengthening,constructive,strong_to_weak,9,4,6,66.67,1,25.0
24907,24907.55,strengthening,destructive,strong_to_weak,9,2,8,88.89,1,50.0
24907,24907.55,strengthening,constructive,small_to_large,9,4,6,66.67,1,25.0
24907,24907.55,strengthening,destructive,small_to_large,9,2,8,88.89,1,50.0
