debate_id,t_id,direction,explanation_type,ranking,total_graph_args,total_branches,count_args_returned,pct_args_of_graph,count_branches_returned,pct_branches_returned
58040,58040.3,strengthening,constructive,weak_to_strong,15,9,9,60.0,3,33.33
58040,58040.3,strengthening,destructive,weak_to_strong,15,3,14,93.33,2,66.67
58040,58040.3,strengthening,constructive,strong_to_weak,15,9,9,60.0,3,33.33
58040,58040.3,strengthening,destructive,strong_to_weak,15,3,14,93.33,2,66.67
58040,58040.3,strengthening,constructive,small_to_large,15,9,9,60.0,3,33.33
58040,58040.3,strengthening,destructive,small_to_large,15,3,14,93.33,2,66.67
