debate_id,t_id,direction,heuristic,category,branches_abv,branches,ranking_abv,ranking
14511,14511.1,weakening,weak to strong,pro-branches,"['Pb1', 'Pb2', 'Pb3', 'Pb4']","[['14511.2', '14511.27', '14511.23', '14511.68'], ['14511.3', '14511.62', '14511.64'], ['14511.7', '14511.54', '14511.56', '14511.6', '14511.46', '14511.66', '14511.50', '14511.48', '14511.44', '14511.41'], ['14511.10', '14511.9', '14511.74', '14511.77', '14511.33', '14511.58', '14511.25', '14511.60']]","['Pb4', 'Pb2', 'Pb1', 'Pb3']","[['14511.10', '14511.9', '14511.74', '14511.77', '14511.33', '14511.58', '14511.25', '14511.60'], ['14511.3', '14511.62', '14511.64'], ['14511.2', '14511.27', '14511.23', '14511.68'], ['14511.7', '14511.54', '14511.56', '14511.6', '14511.46', '14511.66', '14511.50', '14511.48', '14511.44', '14511.41']]"
14511,14511.1,weakening,strong to weak,pro-branches,"['Pb1', 'Pb2', 'Pb3', 'Pb4']","[['14511.2', '14511.27', '14511.23', '14511.68'], ['14511.3', '14511.62', '14511.64'], ['14511.7', '14511.54', '14511.56', '14511.6', '14511.46', '14511.66', '14511.50', '14511.48', '14511.44', '14511.41'], ['14511.10', '14511.9', '14511.74', '14511.77', '14511.33', '14511.58', '14511.25', '14511.60']]","['Pb3', 'Pb1', 'Pb2', 'Pb4']","[['14511.7', '14511.54', '14511.56', '14511.6', '14511.46', '14511.66', '14511.50', '14511.48', '14511.44', '14511.41'], ['14511.2', '14511.27', '14511.23', '14511.68'], ['14511.3', '14511.62', '14511.64'], ['14511.10', '14511.9', '14511.74', '14511.77', '14511.33', '14511.58', '14511.25', '14511.60']]"
14511,14511.1,weakening,small to large,pro-branches,"['Pb1', 'Pb2', 'Pb3', 'Pb4']","[['14511.2', '14511.27', '14511.23', '14511.68'], ['14511.3', '14511.62', '14511.64'], ['14511.7', '14511.54', '14511.56', '14511.6', '14511.46', '14511.66', '14511.50', '14511.48', '14511.44', '14511.41'], ['14511.10', '14511.9', '14511.74', '14511.77', '14511.33', '14511.58', '14511.25', '14511.60']]","['Pb2', 'Pb1', 'Pb4', 'Pb3']","[['14511.3', '14511.62', '14511.64'], ['14511.2', '14511.27', '14511.23', '14511.68'], ['14511.10', '14511.9', '14511.74', '14511.77', '14511.33', '14511.58', '14511.25', '14511.60'], ['14511.7', '14511.54', '14511.56', '14511.6', '14511.46', '14511.66', '14511.50', '14511.48', '14511.44', '14511.41']]"
14511,14511.1,weakening,weak to strong,con-branches,"['Cb1', 'Cb2', 'Cb3', 'Cb4']","[['14511.4', '14511.29'], ['14511.5'], ['14511.8', '14511.35', '14511.39', '14511.52', '14511.37', '14511.31'], ['14511.70']]","['Cb1', 'Cb2', 'Cb4', 'Cb3']","[['14511.4', '14511.29'], ['14511.5'], ['14511.70'], ['14511.8', '14511.35', '14511.39', '14511.52', '14511.37', '14511.31']]"
14511,14511.1,weakening,strong to weak,con-branches,"['Cb1', 'Cb2', 'Cb3', 'Cb4']","[['14511.4', '14511.29'], ['14511.5'], ['14511.8', '14511.35', '14511.39', '14511.52', '14511.37', '14511.31'], ['14511.70']]","['Cb3', 'Cb2', 'Cb4', 'Cb1']","[['14511.8', '14511.35', '14511.39', '14511.52', '14511.37', '14511.31'], ['14511.5'], ['14511.70'], ['14511.4', '14511.29']]"
14511,14511.1,weakening,small to large,con-branches,"['Cb1', 'Cb2', 'Cb3', 'Cb4']","[['14511.4', '14511.29'], ['14511.5'], ['14511.8', '14511.35', '14511.39', '14511.52', '14511.37', '14511.31'], ['14511.70']]","['Cb2', 'Cb4', 'Cb1', 'Cb3']","[['14511.5'], ['14511.70'], ['14511.4', '14511.29'], ['14511.8', '14511.35', '14511.39', '14511.52', '14511.37', '14511.31']]"
14511,14511.1,weakening,weak to strong,unweakened pro-branches,"['UnWPb1', 'UnWPb2', 'UnWPb3', 'UnWPb4']","[['14511.2', '14511.27'], ['14511.3'], ['14511.7', '14511.54', '14511.56', '14511.6', '14511.41'], ['14511.10', '14511.33']]","['UnWPb4', 'UnWPb2', 'UnWPb1', 'UnWPb3']","[['14511.10', '14511.33'], ['14511.3'], ['14511.2', '14511.27'], ['14511.7', '14511.54', '14511.56', '14511.6', '14511.41']]"
14511,14511.1,weakening,strong to weak,unweakened pro-branches,"['UnWPb1', 'UnWPb2', 'UnWPb3', 'UnWPb4']","[['14511.2', '14511.27'], ['14511.3'], ['14511.7', '14511.54', '14511.56', '14511.6', '14511.41'], ['14511.10', '14511.33']]","['UnWPb3', 'UnWPb1', 'UnWPb2', 'UnWPb4']","[['14511.7', '14511.54', '14511.56', '14511.6', '14511.41'], ['14511.2', '14511.27'], ['14511.3'], ['14511.10', '14511.33']]"
14511,14511.1,weakening,small to large,unweakened pro-branches,"['UnWPb1', 'UnWPb2', 'UnWPb3', 'UnWPb4']","[['14511.2', '14511.27'], ['14511.3'], ['14511.7', '14511.54', '14511.56', '14511.6', '14511.41'], ['14511.10', '14511.33']]","['UnWPb2', 'UnWPb1', 'UnWPb4', 'UnWPb3']","[['14511.3'], ['14511.2', '14511.27'], ['14511.10', '14511.33'], ['14511.7', '14511.54', '14511.56', '14511.6', '14511.41']]"
14511,14511.1,weakening,weak to strong,unweakened con-branches,"['UnWCb1', 'UnWCb2', 'UnWCb3', 'UnWCb4']","[['14511.4'], ['14511.5'], ['14511.8', '14511.35', '14511.39', '14511.37', '14511.31'], ['14511.70']]","['UnWCb1', 'UnWCb2', 'UnWCb4', 'UnWCb3']","[['14511.4'], ['14511.5'], ['14511.70'], ['14511.8', '14511.35', '14511.39', '14511.37', '14511.31']]"
