debate_id,t_id,direction,heuristic,category,branches_abv,branches,ranking_abv,ranking
2590,2590.1,strengthening,weak to strong,pro-branches,"['Pb1', 'Pb2', 'Pb3', 'Pb4']","[['2590.3', '2590.45', '2590.25', '2590.14', '2590.26', '2590.27'], ['2590.5', '2590.40'], ['2590.13', '2590.85', '2590.35'], ['2590.19']]","['Pb1', 'Pb4', 'Pb3', 'Pb2']","[['2590.3', '2590.45', '2590.25', '2590.14', '2590.26', '2590.27'], ['2590.19'], ['2590.13', '2590.85', '2590.35'], ['2590.5', '2590.40']]"
2590,2590.1,strengthening,strong to weak,pro-branches,"['Pb1', 'Pb2', 'Pb3', 'Pb4']","[['2590.3', '2590.45', '2590.25', '2590.14', '2590.26', '2590.27'], ['2590.5', '2590.40'], ['2590.13', '2590.85', '2590.35'], ['2590.19']]","['Pb2', 'Pb3', 'Pb4', 'Pb1']","[['2590.5', '2590.40'], ['2590.13', '2590.85', '2590.35'], ['2590.19'], ['2590.3', '2590.45', '2590.25', '2590.14', '2590.26', '2590.27']]"
2590,2590.1,strengthening,small to large,pro-branches,"['Pb1', 'Pb2', 'Pb3', 'Pb4']","[['2590.3', '2590.45', '2590.25', '2590.14', '2590.26', '2590.27'], ['2590.5', '2590.40'], ['2590.13', '2590.85', '2590.35'], ['2590.19']]","['Pb4', 'Pb2', 'Pb3', 'Pb1']","[['2590.19'], ['2590.5', '2590.40'], ['2590.13', '2590.85', '2590.35'], ['2590.3', '2590.45', '2590.25', '2590.14', '2590.26', '2590.27']]"
2590,2590.1,strengthening,weak to strong,con-branches,"['Cb1', 'Cb2']","[['2590.2', '2590.37', '2590.32', '2590.16', '2590.20', '2590.15', '2590.4', '2590.7'], ['2590.8', '2590.39', '2590.36', '2590.9']]","['Cb1', 'Cb2']","[['2590.2', '2590.37', '2590.32', '2590.16', '2590.20', '2590.15', '2590.4', '2590.7'], ['2590.8', '2590.39', '2590.36', '2590.9']]"
2590,2590.1,strengthening,strong to weak,con-branches,"['Cb1', 'Cb2']","[['2590.2', '2590.37', '2590.32', '2590.16', '2590.20', '2590.15', '2590.4', '2590.7'], ['2590.8', '2590.39', '2590.36', '2590.9']]","['Cb2', 'Cb1']","[['2590.8', '2590.39', '2590.36', '2590.9'], ['2590.2', '2590.37', '2590.32', '2590.16', '2590.20', '2590.15', '2590.4', '2590.7']]"
2590,2590.1,strengthening,small to large,con-branches,"['Cb1', 'Cb2']","[['2590.2', '2590.37', '2590.32', '2590.16', '2590.20', '2590.15', '2590.4', '2590.7'], ['2590.8', '2590.39', '2590.36', '2590.9']]","['Cb2', 'Cb1']","[['2590.8', '2590.39', '2590.36', '2590.9'], ['2590.2', '2590.37', '2590.32', '2590.16', '2590.20', '2590.15', '2590.4', '2590.7']]"
2590,2590.1,strengthening,weak to strong,unweakened pro-branches,"['UnWPb1', 'UnWPb2', 'UnWPb3', 'UnWPb4']","[['2590.3'], ['2590.5', '2590.40'], ['2590.13', '2590.85', '2590.35'], ['2590.19']]","['UnWPb1', 'UnWPb4', 'UnWPb3', 'UnWPb2']","[['2590.3'], ['2590.19'], ['2590.13', '2590.85', '2590.35'], ['2590.5', '2590.40']]"
2590,2590.1,strengthening,strong to weak,unweakened pro-branches,"['UnWPb1', 'UnWPb2', 'UnWPb3', 'UnWPb4']","[['2590.3'], ['2590.5', '2590.40'], ['2590.13', '2590.85', '2590.35'], ['2590.19']]","['UnWPb2', 'UnWPb3', 'UnWPb4', 'UnWPb1']","[['2590.5', '2590.40'], ['2590.13', '2590.85', '2590.35'], ['2590.19'], ['2590.3']]"
2590,2590.1,strengthening,small to large,unweakened pro-branches,"['UnWPb1', 'UnWPb2', 'UnWPb3', 'UnWPb4']","[['2590.3'], ['2590.5', '2590.40'], ['2590.13', '2590.85', '2590.35'], ['2590.19']]","['UnWPb1', 'UnWPb4', 'UnWPb2', 'UnWPb3']","[['2590.3'], ['2590.19'], ['2590.5', '2590.40'], ['2590.13', '2590.85', '2590.35']]"
2590,2590.1,strengthening,weak to strong,unweakened con-branches,"['UnWCb1', 'UnWCb2']","[['2590.2'], ['2590.8']]","['UnWCb1', 'UnWCb2']","[['2590.2'], ['2590.8']]"
2590,2590.1,strengthening,strong to weak,unweakened con-branches,"['UnWCb1', 'UnWCb2']","[['2590.2'], ['2590.8']]","['UnWCb2', 'UnWCb1']","[['2590.8'], ['2590.2']]"
2590,2590.1,strengthening,small to large,unweakened con-branches,"['UnWCb1', 'UnWCb2']","[['2590.2'], ['2590.8']]","['UnWCb1', 'UnWCb2']","[['2590.2'], ['2590.8']]"
2590,2590.1,strengthening,weak to strong,pro-weakening branches,"['PWb1', 'PWb2']","[['2590.25', '2590.14', '2590.26', '2590.27'], ['2590.45']]","['PWb2', 'PWb1']","[['2590.45'], ['2590.25', '2590.14', '2590.26', '2590.27']]"
2590,2590.1,strengthening,strong to weak,pro-weakening branches,"['PWb1', 'PWb2']","[['2590.25', '2590.14', '2590.26', '2590.27'], ['2590.45']]","['PWb1', 'PWb2']","[['2590.25', '2590.14', '2590.26', '2590.27'], ['2590.45']]"
2590,2590.1,strengthening,small to large,pro-weakening branches,"['PWb1', 'PWb2']","[['2590.25', '2590.14', '2590.26', '2590.27'], ['2590.45']]","['PWb2', 'PWb1']","[['2590.45'], ['2590.25', '2590.14', '2590.26', '2590.27']]"
2590,2590.1,strengthening,weak to strong,con-weakening branches,"['CWb1', 'CWb2', 'CWb3', 'CWb4', 'CWb5', 'CWb6', 'CWb7', 'CWb8']","[['2590.4', '2590.7'], ['2590.15'], ['2590.20'], ['2590.32', '2590.16'], ['2590.37'], ['2590.9'], ['2590.36'], ['2590.39']]","['CWb7', 'CWb8', 'CWb2', 'CWb5', 'CWb4', 'CWb1', 'CWb6', 'CWb3']","[['2590.36'], ['2590.39'], ['2590.15'], ['2590.37'], ['2590.32', '2590.16'], ['2590.4', '2590.7'], ['2590.9'], ['2590.20']]"
2590,2590.1,strengthening,strong to weak,con-weakening branches,"['CWb1', 'CWb2', 'CWb3', 'CWb4', 'CWb5', 'CWb6', 'CWb7', 'CWb8']","[['2590.4', '2590.7'], ['2590.15'], ['2590.20'], ['2590.32', '2590.16'], ['2590.37'], ['2590.9'], ['2590.36'], ['2590.39']]","['CWb3', 'CWb6', 'CWb1', 'CWb4', 'CWb5', 'CWb2', 'CWb7', 'CWb8']","[['2590.20'], ['2590.9'], ['2590.4', '2590.7'], ['2590.32', '2590.16'], ['2590.37'], ['2590.15'], ['2590.36'], ['2590.39']]"
2590,2590.1,strengthening,small to large,con-weakening branches,"['CWb1', 'CWb2', 'CWb3', 'CWb4', 'CWb5', 'CWb6', 'CWb7', 'CWb8']","[['2590.4', '2590.7'], ['2590.15'], ['2590.20'], ['2590.32', '2590.16'], ['2590.37'], ['2590.9'], ['2590.36'], ['2590.39']]","['CWb2', 'CWb3', 'CWb5', 'CWb6', 'CWb7', 'CWb8', 'CWb1', 'CWb4']","[['2590.15'], ['2590.20'], ['2590.37'], ['2590.9'], ['2590.36'], ['2590.39'], ['2590.4', '2590.7'], ['2590.32', '2590.16']]"
