debate_id,t_id,direction,heuristic,category,branches_abv,branches,ranking_abv,ranking
48600,48600.9,strengthening,weak to strong,pro-branches,"['Pb1', 'Pb2', 'Pb3', 'Pb4']","[['48600.27'], ['48600.29'], ['48600.33'], ['48600.73']]","['Pb1', 'Pb2', 'Pb3', 'Pb4']","[['48600.27'], ['48600.29'], ['48600.33'], ['48600.73']]"
48600,48600.9,strengthening,strong to weak,pro-branches,"['Pb1', 'Pb2', 'Pb3', 'Pb4']","[['48600.27'], ['48600.29'], ['48600.33'], ['48600.73']]","['Pb1', 'Pb2', 'Pb3', 'Pb4']","[['48600.27'], ['48600.29'], ['48600.33'], ['48600.73']]"
48600,48600.9,strengthening,small to large,pro-branches,"['Pb1', 'Pb2', 'Pb3', 'Pb4']","[['48600.27'], ['48600.29'], ['48600.33'], ['48600.73']]","['Pb1', 'Pb2', 'Pb3', 'Pb4']","[['48600.27'], ['48600.29'], ['48600.33'], ['48600.73']]"
48600,48600.9,strengthening,weak to strong,con-branches,"['Cb1', 'Cb2']","[['48600.31'], ['48600.71']]","['Cb2', 'Cb1']","[['48600.71'], ['48600.31']]"
48600,48600.9,strengthening,strong to weak,con-branches,"['Cb1', 'Cb2']","[['48600.31'], ['48600.71']]","['Cb1', 'Cb2']","[['48600.31'], ['48600.71']]"
48600,48600.9,strengthening,small to large,con-branches,"['Cb1', 'Cb2']","[['48600.31'], ['48600.71']]","['Cb1', 'Cb2']","[['48600.31'], ['48600.71']]"
48600,48600.9,strengthening,weak to strong,unweakened pro-branches,"['UnWPb1', 'UnWPb2', 'UnWPb3', 'UnWPb4']","[['48600.27'], ['48600.29'], ['48600.33'], ['48600.73']]","['UnWPb1', 'UnWPb2', 'UnWPb3', 'UnWPb4']","[['48600.27'], ['48600.29'], ['48600.33'], ['48600.73']]"
48600,48600.9,strengthening,strong to weak,unweakened pro-branches,"['UnWPb1', 'UnWPb2', 'UnWPb3', 'UnWPb4']","[['48600.27'], ['48600.29'], ['48600.33'], ['48600.73']]","['UnWPb1', 'UnWPb2', 'UnWPb3', 'UnWPb4']","[['48600.27'], ['48600.29'], ['48600.33'], ['48600.73']]"
48600,48600.9,strengthening,small to large,unweakened pro-branches,"['UnWPb1', 'UnWPb2', 'UnWPb3', 'UnWPb4']","[['48600.27'], ['48600.29'], ['48600.33'], ['48600.73']]","['UnWPb1', 'UnWPb2', 'UnWPb3', 'UnWPb4']","[['48600.27'], ['48600.29'], ['48600.33'], ['48600.73']]"
48600,48600.9,strengthening,weak to strong,unweakened con-branches,"['UnWCb1', 'UnWCb2']","[['48600.31'], ['48600.71']]","['UnWCb2', 'UnWCb1']","[['48600.71'], ['48600.31']]"
48600,48600.9,strengthening,strong to weak,unweakened con-branches,"['UnWCb1', 'UnWCb2']","[['48600.31'], ['48600.71']]","['UnWCb1', 'UnWCb2']","[['48600.31'], ['48600.71']]"
48600,48600.9,strengthening,small to large,unweakened con-branches,"['UnWCb1', 'UnWCb2']","[['48600.31'], ['48600.71']]","['UnWCb1', 'UnWCb2']","[['48600.31'], ['48600.71']]"
