debate_id,t_id,direction,heuristic,category,branches_abv,branches,ranking_abv,ranking
17820,17820.1,strengthening,weak to strong,pro-branches,"['Pb1', 'Pb2', 'Pb3', 'Pb4', 'Pb5']","[['17820.3', '17820.81', '17820.13', '17820.16', '17820.6', '17820.83'], ['17820.4', '17820.34', '17820.20', '17820.14', '17820.8', '17820.7'], ['17820.25'], ['17820.26', '17820.85', '17820.32'], ['17820.36']]","['Pb2', 'Pb3', 'Pb4', 'Pb5', 'Pb1']","[['17820.4', '17820.34', '17820.20', '17820.14', '17820.8', '17820.7'], ['17820.25'], ['17820.26', '17820.85', '17820.32'], ['17820.36'], ['17820.3', '17820.81', '17820.13', '17820.16', '17820.6', '17820.83']]"
17820,17820.1,strengthening,strong to weak,pro-branches,"['Pb1', 'Pb2', 'Pb3', 'Pb4', 'Pb5']","[['17820.3', '17820.81', '17820.13', '17820.16', '17820.6', '17820.83'], ['17820.4', '17820.34', '17820.20', '17820.14', '17820.8', '17820.7'], ['17820.25'], ['17820.26', '17820.85', '17820.32'], ['17820.36']]","['Pb1', 'Pb3', 'Pb4', 'Pb5', 'Pb2']","[['17820.3', '17820.81', '17820.13', '17820.16', '17820.6', '17820.83'], ['17820.25'], ['17820.26', '17820.85', '17820.32'], ['17820.36'], ['17820.4', '17820.34', '17820.20', '17820.14', '17820.8', '17820.7']]"
17820,17820.1,strengthening,small to large,pro-branches,"['Pb1', 'Pb2', 'Pb3', 'Pb4', 'Pb5']","[['17820.3', '17820.81', '17820.13', '17820.16', '17820.6', '17820.83'], ['17820.4', '17820.34', '17820.20', '17820.14', '17820.8', '17820.7'], ['17820.25'], ['17820.26', '17820.85', '17820.32'], ['17820.36']]","['Pb3', 'Pb5', 'Pb4', 'Pb1', 'Pb2']","[['17820.25'], ['17820.36'], ['17820.26', '17820.85', '17820.32'], ['17820.3', '17820.81', '17820.13', '17820.16', '17820.6', '17820.83'], ['17820.4', '17820.34', '17820.20', '17820.14', '17820.8', '17820.7']]"
17820,17820.1,strengthening,weak to strong,con-branches,"['Cb1', 'Cb2']","[['17820.5', '17820.77', '17820.31', '17820.30', '17820.29', '17820.27', '17820.28'], ['17820.21', '17820.79', '17820.35', '17820.33', '17820.24', '17820.22', '17820.23']]","['Cb1', 'Cb2']","[['17820.5', '17820.77', '17820.31', '17820.30', '17820.29', '17820.27', '17820.28'], ['17820.21', '17820.79', '17820.35', '17820.33', '17820.24', '17820.22', '17820.23']]"
17820,17820.1,strengthening,strong to weak,con-branches,"['Cb1', 'Cb2']","[['17820.5', '17820.77', '17820.31', '17820.30', '17820.29', '17820.27', '17820.28'], ['17820.21', '17820.79', '17820.35', '17820.33', '17820.24', '17820.22', '17820.23']]","['Cb2', 'Cb1']","[['17820.21', '17820.79', '17820.35', '17820.33', '17820.24', '17820.22', '17820.23'], ['17820.5', '17820.77', '17820.31', '17820.30', '17820.29', '17820.27', '17820.28']]"
17820,17820.1,strengthening,small to large,con-branches,"['Cb1', 'Cb2']","[['17820.5', '17820.77', '17820.31', '17820.30', '17820.29', '17820.27', '17820.28'], ['17820.21', '17820.79', '17820.35', '17820.33', '17820.24', '17820.22', '17820.23']]","['Cb1', 'Cb2']","[['17820.5', '17820.77', '17820.31', '17820.30', '17820.29', '17820.27', '17820.28'], ['17820.21', '17820.79', '17820.35', '17820.33', '17820.24', '17820.22', '17820.23']]"
17820,17820.1,strengthening,weak to strong,unweakened pro-branches,"['UnWPb1', 'UnWPb2', 'UnWPb3', 'UnWPb4', 'UnWPb5']","[['17820.3', '17820.81', '17820.6'], ['17820.4', '17820.14', '17820.7'], ['17820.25'], ['17820.26', '17820.32'], ['17820.36']]","['UnWPb2', 'UnWPb3', 'UnWPb4', 'UnWPb5', 'UnWPb1']","[['17820.4', '17820.14', '17820.7'], ['17820.25'], ['17820.26', '17820.32'], ['17820.36'], ['17820.3', '17820.81', '17820.6']]"
17820,17820.1,strengthening,strong to weak,unweakened pro-branches,"['UnWPb1', 'UnWPb2', 'UnWPb3', 'UnWPb4', 'UnWPb5']","[['17820.3', '17820.81', '17820.6'], ['17820.4', '17820.14', '17820.7'], ['17820.25'], ['17820.26', '17820.32'], ['17820.36']]","['UnWPb1', 'UnWPb3', 'UnWPb4', 'UnWPb5', 'UnWPb2']","[['17820.3', '17820.81', '17820.6'], ['17820.25'], ['17820.26', '17820.32'], ['17820.36'], ['17820.4', '17820.14', '17820.7']]"
17820,17820.1,strengthening,small to large,unweakened pro-branches,"['UnWPb1', 'UnWPb2', 'UnWPb3', 'UnWPb4', 'UnWPb5']","[['17820.3', '17820.81', '17820.6'], ['17820.4', '17820.14', '17820.7'], ['17820.25'], ['17820.26', '17820.32'], ['17820.36']]","['UnWPb3', 'UnWPb5', 'UnWPb4', 'UnWPb1', 'UnWPb2']","[['17820.25'], ['17820.36'], ['17820.26', '17820.32'], ['17820.3', '17820.81', '17820.6'], ['17820.4', '17820.14', '17820.7']]"
17820,17820.1,strengthening,weak to strong,unweakened con-branches,"['UnWCb1', 'UnWCb2']","[['17820.5', '17820.31', '17820.30', '17820.27', '17820.28'], ['17820.21', '17820.79', '17820.24', '17820.22', '17820.23']]","['UnWCb1', 'UnWCb2']","[['17820.5', '17820.31', '17820.30', '17820.27', '17820.28'], ['17820.21', '17820.79', '17820.24', '17820.22', '17820.23']]"
17820,17820.1,strengthening,strong to weak,unweakened con-branches,"['UnWCb1', 'UnWCb2']","[['17820.5', '17820.31', '17820.30', '17820.27', '17820.28'], ['17820.21', '17820.79', '17820.24', '17820.22', '17820.23']]","['UnWCb2', 'UnWCb1']","[['17820.21', '17820.79', '17820.24', '17820.22', '17820.23'], ['17820.5', '17820.31', '17820.30', '17820.27', '17820.28']]"
17820,17820.1,strengthening,small to large,unweakened con-branches,"['UnWCb1', 'UnWCb2']","[['17820.5', '17820.31', '17820.30', '17820.27', '17820.28'], ['17820.21', '17820.79', '17820.24', '17820.22', '17820.23']]","['UnWCb1', 'UnWCb2']","[['17820.5', '17820.31', '17820.30', '17820.27', '17820.28'], ['17820.21', '17820.79', '17820.24', '17820.22', '17820.23']]"
17820,17820.1,strengthening,weak to strong,pro-weakening branches,"['PWb1', 'PWb2', 'PWb3', 'PWb4', 'PWb5', 'PWb6']","[['17820.13', '17820.16'], ['17820.8'], ['17820.20'], ['17820.34'], ['17820.85'], ['17820.83']]","['PWb1', 'PWb2', 'PWb3', 'PWb4', 'PWb5', 'PWb6']","[['17820.13', '17820.16'], ['17820.8'], ['17820.20'], ['17820.34'], ['17820.85'], ['17820.83']]"
17820,17820.1,strengthening,strong to weak,pro-weakening branches,"['PWb1', 'PWb2', 'PWb3', 'PWb4', 'PWb5', 'PWb6']","[['17820.13', '17820.16'], ['17820.8'], ['17820.20'], ['17820.34'], ['17820.85'], ['17820.83']]","['PWb2', 'PWb3', 'PWb4', 'PWb5', 'PWb6', 'PWb1']","[['17820.8'], ['17820.20'], ['17820.34'], ['17820.85'], ['17820.83'], ['17820.13', '17820.16']]"
17820,17820.1,strengthening,small to large,pro-weakening branches,"['PWb1', 'PWb2', 'PWb3', 'PWb4', 'PWb5', 'PWb6']","[['17820.13', '17820.16'], ['17820.8'], ['17820.20'], ['17820.34'], ['17820.85'], ['17820.83']]","['PWb2', 'PWb3', 'PWb4', 'PWb5', 'PWb6', 'PWb1']","[['17820.8'], ['17820.20'], ['17820.34'], ['17820.85'], ['17820.83'], ['17820.13', '17820.16']]"
17820,17820.1,strengthening,weak to strong,con-weakening branches,"['CWb1', 'CWb2', 'CWb3', 'CWb4']","[['17820.29'], ['17820.77'], ['17820.33'], ['17820.35']]","['CWb1', 'CWb2', 'CWb4', 'CWb3']","[['17820.29'], ['17820.77'], ['17820.35'], ['17820.33']]"
17820,17820.1,strengthening,strong to weak,con-weakening branches,"['CWb1', 'CWb2', 'CWb3', 'CWb4']","[['17820.29'], ['17820.77'], ['17820.33'], ['17820.35']]","['CWb3', 'CWb1', 'CWb2', 'CWb4']","[['17820.33'], ['17820.29'], ['17820.77'], ['17820.35']]"
17820,17820.1,strengthening,small to large,con-weakening branches,"['CWb1', 'CWb2', 'CWb3', 'CWb4']","[['17820.29'], ['17820.77'], ['17820.33'], ['17820.35']]","['CWb1', 'CWb2', 'CWb3', 'CWb4']","[['17820.29'], ['17820.77'], ['17820.33'], ['17820.35']]"
