debate_id,t_id,direction,heuristic,category,branches_abv,branches,ranking_abv,ranking
30085,30085.1,strengthening,weak to strong,pro-branches,"['Pb1', 'Pb2', 'Pb3', 'Pb4', 'Pb5', 'Pb6', 'Pb7', 'Pb8']","[['30085.2', '30085.278', '30085.181', '30085.284', '30085.282', '30085.280', '30085.177', '30085.217', '30085.179', '30085.155', '30085.149', '30085.115'], ['30085.4', '30085.129', '30085.131', '30085.133', '30085.117', '30085.43', '30085.113', '30085.15'], ['30085.5', '30085.324', '30085.258', '30085.256', '30085.213', '30085.10', '30085.290', '30085.109', '30085.11'], ['30085.8', '30085.320', '30085.322', '30085.316', '30085.314', '30085.248', '30085.241', '30085.239', '30085.163', '30085.169', '30085.173', '30085.171', '30085.165', '30085.167', '30085.147', '30085.221', '30085.215', '30085.119', '30085.121', '30085.203', '30085.201', '30085.199', '30085.330', '30085.197', '30085.195', '30085.20', '30085.191', '30085.211', '30085.209', '30085.193', '30085.38', '30085.17', '30085.16'], ['30085.23', '30085.205', '30085.153', '30085.175', '30085.41', '30085.3', '30085.233', '30085.237', '30085.235', '30085.44', '30085.24'], ['30085.123', '30085.151', '30085.127', '30085.125', '30085.219'], ['30085.260'], ['30085.268', '30085.340', '30085.338', '30085.336', '30085.286', '30085.276', '30085.274', '30085.270', '30085.272']]","['Pb7', 'Pb2', 'Pb8', 'Pb1', 'Pb6', 'Pb3', 'Pb5', 'Pb4']","[['30085.260'], ['30085.4', '30085.129', '30085.131', '30085.133', '30085.117', '30085.43', '30085.113', '30085.15'], ['30085.268', '30085.340', '30085.338', '30085.336', '30085.286', '30085.276', '30085.274', '30085.270', '30085.272'], ['30085.2', '30085.278', '30085.181', '30085.284', '30085.282', '30085.280', '30085.177', '30085.217', '30085.179', '30085.155', '30085.149', '30085.115'], ['30085.123', '30085.151', '30085.127', '30085.125', '30085.219'], ['30085.5', '30085.324', '30085.258', '30085.256', '30085.213', '30085.10', '30085.290', '30085.109', '30085.11'], ['30085.23', '30085.205', '30085.153', '30085.175', '30085.41', '30085.3', '30085.233', '30085.237', '30085.235', '30085.44', '30085.24'], ['30085.8', '30085.320', '30085.322', '30085.316', '30085.314', '30085.248', '30085.241', '30085.239', '30085.163', '30085.169', '30085.173', '30085.171', '30085.165', '30085.167', '30085.147', '30085.221', '30085.215', '30085.119', '30085.121', '30085.203', '30085.201', '30085.199', '30085.330', '30085.197', '30085.195', '30085.20', '30085.191', '30085.211', '30085.209', '30085.193', '30085.38', '30085.17', '30085.16']]"
30085,30085.1,strengthening,strong to weak,pro-branches,"['Pb1', 'Pb2', 'Pb3', 'Pb4', 'Pb5', 'Pb6', 'Pb7', 'Pb8']","[['30085.2', '30085.278', '30085.181', '30085.284', '30085.282', '30085.280', '30085.177', '30085.217', '30085.179', '30085.155', '30085.149', '30085.115'], ['30085.4', '30085.129', '30085.131', '30085.133', '30085.117', '30085.43', '30085.113', '30085.15'], ['30085.5', '30085.324', '30085.258', '30085.256', '30085.213', '30085.10', '30085.290', '30085.109', '30085.11'], ['30085.8', '30085.320', '30085.322', '30085.316', '30085.314', '30085.248', '30085.241', '30085.239', '30085.163', '30085.169', '30085.173', '30085.171', '30085.165', '30085.167', '30085.147', '30085.221', '30085.215', '30085.119', '30085.121', '30085.203', '30085.201', '30085.199', '30085.330', '30085.197', '30085.195', '30085.20', '30085.191', '30085.211', '30085.209', '30085.193', '30085.38', '30085.17', '30085.16'], ['30085.23', '30085.205', '30085.153', '30085.175', '30085.41', '30085.3', '30085.233', '30085.237', '30085.235', '30085.44', '30085.24'], ['30085.123', '30085.151', '30085.127', '30085.125', '30085.219'], ['30085.260'], ['30085.268', '30085.340', '30085.338', '30085.336', '30085.286', '30085.276', '30085.274', '30085.270', '30085.272']]","['Pb4', 'Pb5', 'Pb3', 'Pb6', 'Pb1', 'Pb8', 'Pb2', 'Pb7']","[['30085.8', '30085.320', '30085.322', '30085.316', '30085.314', '30085.248', '30085.241', '30085.239', '30085.163', '30085.169', '30085.173', '30085.171', '30085.165', '30085.167', '30085.147', '30085.221', '30085.215', '30085.119', '30085.121', '30085.203', '30085.201', '30085.199', '30085.330', '30085.197', '30085.195', '30085.20', '30085.191', '30085.211', '30085.209', '30085.193', '30085.38', '30085.17', '30085.16'], ['30085.23', '30085.205', '30085.153', '30085.175', '30085.41', '30085.3', '30085.233', '30085.237', '30085.235', '30085.44', '30085.24'], ['30085.5', '30085.324', '30085.258', '30085.256', '30085.213', '30085.10', '30085.290', '30085.109', '30085.11'], ['30085.123', '30085.151', '30085.127', '30085.125', '30085.219'], ['30085.2', '30085.278', '30085.181', '30085.284', '30085.282', '30085.280', '30085.177', '30085.217', '30085.179', '30085.155', '30085.149', '30085.115'], ['30085.268', '30085.340', '30085.338', '30085.336', '30085.286', '30085.276', '30085.274', '30085.270', '30085.272'], ['30085.4', '30085.129', '30085.131', '30085.133', '30085.117', '30085.43', '30085.113', '30085.15'], ['30085.260']]"
30085,30085.1,strengthening,small to large,pro-branches,"['Pb1', 'Pb2', 'Pb3', 'Pb4', 'Pb5', 'Pb6', 'Pb7', 'Pb8']","[['30085.2', '30085.278', '30085.181', '30085.284', '30085.282', '30085.280', '30085.177', '30085.217', '30085.179', '30085.155', '30085.149', '30085.115'], ['30085.4', '30085.129', '30085.131', '30085.133', '30085.117', '30085.43', '30085.113', '30085.15'], ['30085.5', '30085.324', '30085.258', '30085.256', '30085.213', '30085.10', '30085.290', '30085.109', '30085.11'], ['30085.8', '30085.320', '30085.322', '30085.316', '30085.314', '30085.248', '30085.241', '30085.239', '30085.163', '30085.169', '30085.173', '30085.171', '30085.165', '30085.167', '30085.147', '30085.221', '30085.215', '30085.119', '30085.121', '30085.203', '30085.201', '30085.199', '30085.330', '30085.197', '30085.195', '30085.20', '30085.191', '30085.211', '30085.209', '30085.193', '30085.38', '30085.17', '30085.16'], ['30085.23', '30085.205', '30085.153', '30085.175', '30085.41', '30085.3', '30085.233', '30085.237', '30085.235', '30085.44', '30085.24'], ['30085.123', '30085.151', '30085.127', '30085.125', '30085.219'], ['30085.260'], ['30085.268', '30085.340', '30085.338', '30085.336', '30085.286', '30085.276', '30085.274', '30085.270', '30085.272']]","['Pb7', 'Pb6', 'Pb2', 'Pb3', 'Pb8', 'Pb5', 'Pb1', 'Pb4']","[['30085.260'], ['30085.123', '30085.151', '30085.127', '30085.125', '30085.219'], ['30085.4', '30085.129', '30085.131', '30085.133', '30085.117', '30085.43', '30085.113', '30085.15'], ['30085.5', '30085.324', '30085.258', '30085.256', '30085.213', '30085.10', '30085.290', '30085.109', '30085.11'], ['30085.268', '30085.340', '30085.338', '30085.336', '30085.286', '30085.276', '30085.274', '30085.270', '30085.272'], ['30085.23', '30085.205', '30085.153', '30085.175', '30085.41', '30085.3', '30085.233', '30085.237', '30085.235', '30085.44', '30085.24'], ['30085.2', '30085.278', '30085.181', '30085.284', '30085.282', '30085.280', '30085.177', '30085.217', '30085.179', '30085.155', '30085.149', '30085.115'], ['30085.8', '30085.320', '30085.322', '30085.316', '30085.314', '30085.248', '30085.241', '30085.239', '30085.163', '30085.169', '30085.173', '30085.171', '30085.165', '30085.167', '30085.147', '30085.221', '30085.215', '30085.119', '30085.121', '30085.203', '30085.201', '30085.199', '30085.330', '30085.197', '30085.195', '30085.20', '30085.191', '30085.211', '30085.209', '30085.193', '30085.38', '30085.17', '30085.16']]"
30085,30085.1,strengthening,weak to strong,con-branches,"['Cb1', 'Cb2', 'Cb3', 'Cb4', 'Cb5', 'Cb6', 'Cb7']","[['30085.6', '30085.243', '30085.245', '30085.55', '30085.46', '30085.33'], ['30085.7', '30085.328', '30085.326', '30085.298', '30085.306', '30085.310', '30085.302', '30085.300', '30085.304', '30085.137', '30085.139', '30085.229', '30085.207', '30085.54', '30085.342', '30085.30', '30085.32', '30085.31', '30085.49', '30085.29', '30085.225', '30085.48', '30085.47', '30085.36', '30085.45', '30085.25', '30085.143'], ['30085.9', '30085.318', '30085.227', '30085.141', '30085.22', '30085.19', '30085.21', '30085.37', '30085.18', '30085.13', '30085.53', '30085.14'], ['30085.28', '30085.334', '30085.294', '30085.332', '30085.262', '30085.348', '30085.135', '30085.12', '30085.266', '30085.264', '30085.223', '30085.39', '30085.40', '30085.35'], ['30085.296', '30085.312'], ['30085.354'], ['30085.356']]","['Cb1', 'Cb2', 'Cb3', 'Cb6', 'Cb7', 'Cb5', 'Cb4']","[['30085.6', '30085.243', '30085.245', '30085.55', '30085.46', '30085.33'], ['30085.7', '30085.328', '30085.326', '30085.298', '30085.306', '30085.310', '30085.302', '30085.300', '30085.304', '30085.137', '30085.139', '30085.229', '30085.207', '30085.54', '30085.342', '30085.30', '30085.32', '30085.31', '30085.49', '30085.29', '30085.225', '30085.48', '30085.47', '30085.36', '30085.45', '30085.25', '30085.143'], ['30085.9', '30085.318', '30085.227', '30085.141', '30085.22', '30085.19', '30085.21', '30085.37', '30085.18', '30085.13', '30085.53', '30085.14'], ['30085.354'], ['30085.356'], ['30085.296', '30085.312'], ['30085.28', '30085.334', '30085.294', '30085.332', '30085.262', '30085.348', '30085.135', '30085.12', '30085.266', '30085.264', '30085.223', '30085.39', '30085.40', '30085.35']]"
30085,30085.1,strengthening,strong to weak,con-branches,"['Cb1', 'Cb2', 'Cb3', 'Cb4', 'Cb5', 'Cb6', 'Cb7']","[['30085.6', '30085.243', '30085.245', '30085.55', '30085.46', '30085.33'], ['30085.7', '30085.328', '30085.326', '30085.298', '30085.306', '30085.310', '30085.302', '30085.300', '30085.304', '30085.137', '30085.139', '30085.229', '30085.207', '30085.54', '30085.342', '30085.30', '30085.32', '30085.31', '30085.49', '30085.29', '30085.225', '30085.48', '30085.47', '30085.36', '30085.45', '30085.25', '30085.143'], ['30085.9', '30085.318', '30085.227', '30085.141', '30085.22', '30085.19', '30085.21', '30085.37', '30085.18', '30085.13', '30085.53', '30085.14'], ['30085.28', '30085.334', '30085.294', '30085.332', '30085.262', '30085.348', '30085.135', '30085.12', '30085.266', '30085.264', '30085.223', '30085.39', '30085.40', '30085.35'], ['30085.296', '30085.312'], ['30085.354'], ['30085.356']]","['Cb4', 'Cb5', 'Cb6', 'Cb7', 'Cb3', 'Cb2', 'Cb1']","[['30085.28', '30085.334', '30085.294', '30085.332', '30085.262', '30085.348', '30085.135', '30085.12', '30085.266', '30085.264', '30085.223', '30085.39', '30085.40', '30085.35'], ['30085.296', '30085.312'], ['30085.354'], ['30085.356'], ['30085.9', '30085.318', '30085.227', '30085.141', '30085.22', '30085.19', '30085.21', '30085.37', '30085.18', '30085.13', '30085.53', '30085.14'], ['30085.7', '30085.328', '30085.326', '30085.298', '30085.306', '30085.310', '30085.302', '30085.300', '30085.304', '30085.137', '30085.139', '30085.229', '30085.207', '30085.54', '30085.342', '30085.30', '30085.32', '30085.31', '30085.49', '30085.29', '30085.225', '30085.48', '30085.47', '30085.36', '30085.45', '30085.25', '30085.143'], ['30085.6', '30085.243', '30085.245', '30085.55', '30085.46', '30085.33']]"
30085,30085.1,strengthening,small to large,con-branches,"['Cb1', 'Cb2', 'Cb3', 'Cb4', 'Cb5', 'Cb6', 'Cb7']","[['30085.6', '30085.243', '30085.245', '30085.55', '30085.46', '30085.33'], ['30085.7', '30085.328', '30085.326', '30085.298', '30085.306', '30085.310', '30085.302', '30085.300', '30085.304', '30085.137', '30085.139', '30085.229', '30085.207', '30085.54', '30085.342', '30085.30', '30085.32', '30085.31', '30085.49', '30085.29', '30085.225', '30085.48', '30085.47', '30085.36', '30085.45', '30085.25', '30085.143'], ['30085.9', '30085.318', '30085.227', '30085.141', '30085.22', '30085.19', '30085.21', '30085.37', '30085.18', '30085.13', '30085.53', '30085.14'], ['30085.28', '30085.334', '30085.294', '30085.332', '30085.262', '30085.348', '30085.135', '30085.12', '30085.266', '30085.264', '30085.223', '30085.39', '30085.40', '30085.35'], ['30085.296', '30085.312'], ['30085.354'], ['30085.356']]","['Cb6', 'Cb7', 'Cb5', 'Cb1', 'Cb3', 'Cb4', 'Cb2']","[['30085.354'], ['30085.356'], ['30085.296', '30085.312'], ['30085.6', '30085.243', '30085.245', '30085.55', '30085.46', '30085.33'], ['30085.9', '30085.318', '30085.227', '30085.141', '30085.22', '30085.19', '30085.21', '30085.37', '30085.18', '30085.13', '30085.53', '30085.14'], ['30085.28', '30085.334', '30085.294', '30085.332', '30085.262', '30085.348', '30085.135', '30085.12', '30085.266', '30085.264', '30085.223', '30085.39', '30085.40', '30085.35'], ['30085.7', '30085.328', '30085.326', '30085.298', '30085.306', '30085.310', '30085.302', '30085.300', '30085.304', '30085.137', '30085.139', '30085.229', '30085.207', '30085.54', '30085.342', '30085.30', '30085.32', '30085.31', '30085.49', '30085.29', '30085.225', '30085.48', '30085.47', '30085.36', '30085.45', '30085.25', '30085.143']]"
30085,30085.1,strengthening,weak to strong,unweakened pro-branches,"['UnWPb1', 'UnWPb2', 'UnWPb3', 'UnWPb4', 'UnWPb5', 'UnWPb6', 'UnWPb7', 'UnWPb8']","[['30085.2', '30085.181', '30085.149'], ['30085.4', '30085.43', '30085.113'], ['30085.5', '30085.324', '30085.258', '30085.256', '30085.10'], ['30085.8', '30085.320', '30085.316', '30085.314', '30085.248', '30085.241', '30085.163', '30085.169', '30085.173', '30085.171', '30085.165', '30085.167', '30085.20', '30085.38', '30085.17', '30085.16'], ['30085.23', '30085.205', '30085.3', '30085.233', '30085.237', '30085.235', '30085.24'], ['30085.123', '30085.127', '30085.125'], ['30085.260'], ['30085.268', '30085.274', '30085.270', '30085.272']]","['UnWPb7', 'UnWPb2', 'UnWPb8', 'UnWPb1', 'UnWPb6', 'UnWPb3', 'UnWPb5', 'UnWPb4']","[['30085.260'], ['30085.4', '30085.43', '30085.113'], ['30085.268', '30085.274', '30085.270', '30085.272'], ['30085.2', '30085.181', '30085.149'], ['30085.123', '30085.127', '30085.125'], ['30085.5', '30085.324', '30085.258', '30085.256', '30085.10'], ['30085.23', '30085.205', '30085.3', '30085.233', '30085.237', '30085.235', '30085.24'], ['30085.8', '30085.320', '30085.316', '30085.314', '30085.248', '30085.241', '30085.163', '30085.169', '30085.173', '30085.171', '30085.165', '30085.167', '30085.20', '30085.38', '30085.17', '30085.16']]"
30085,30085.1,strengthening,strong to weak,unweakened pro-branches,"['UnWPb1', 'UnWPb2', 'UnWPb3', 'UnWPb4', 'UnWPb5', 'UnWPb6', 'UnWPb7', 'UnWPb8']","[['30085.2', '30085.181', '30085.149'], ['30085.4', '30085.43', '30085.113'], ['30085.5', '30085.324', '30085.258', '30085.256', '30085.10'], ['30085.8', '30085.320', '30085.316', '30085.314', '30085.248', '30085.241', '30085.163', '30085.169', '30085.173', '30085.171', '30085.165', '30085.167', '30085.20', '30085.38', '30085.17', '30085.16'], ['30085.23', '30085.205', '30085.3', '30085.233', '30085.237', '30085.235', '30085.24'], ['30085.123', '30085.127', '30085.125'], ['30085.260'], ['30085.268', '30085.274', '30085.270', '30085.272']]","['UnWPb4', 'UnWPb5', 'UnWPb3', 'UnWPb6', 'UnWPb1', 'UnWPb8', 'UnWPb2', 'UnWPb7']","[['30085.8', '30085.320', '30085.316', '30085.314', '30085.248', '30085.241', '30085.163', '30085.169', '30085.173', '30085.171', '30085.165', '30085.167', '30085.20', '30085.38', '30085.17', '30085.16'], ['30085.23', '30085.205', '30085.3', '30085.233', '30085.237', '30085.235', '30085.24'], ['30085.5', '30085.324', '30085.258', '30085.256', '30085.10'], ['30085.123', '30085.127', '30085.125'], ['30085.2', '30085.181', '30085.149'], ['30085.268', '30085.274', '30085.270', '30085.272'], ['30085.4', '30085.43', '30085.113'], ['30085.260']]"
30085,30085.1,strengthening,small to large,unweakened pro-branches,"['UnWPb1', 'UnWPb2', 'UnWPb3', 'UnWPb4', 'UnWPb5', 'UnWPb6', 'UnWPb7', 'UnWPb8']","[['30085.2', '30085.181', '30085.149'], ['30085.4', '30085.43', '30085.113'], ['30085.5', '30085.324', '30085.258', '30085.256', '30085.10'], ['30085.8', '30085.320', '30085.316', '30085.314', '30085.248', '30085.241', '30085.163', '30085.169', '30085.173', '30085.171', '30085.165', '30085.167', '30085.20', '30085.38', '30085.17', '30085.16'], ['30085.23', '30085.205', '30085.3', '30085.233', '30085.237', '30085.235', '30085.24'], ['30085.123', '30085.127', '30085.125'], ['30085.260'], ['30085.268', '30085.274', '30085.270', '30085.272']]","['UnWPb7', 'UnWPb1', 'UnWPb2', 'UnWPb6', 'UnWPb8', 'UnWPb3', 'UnWPb5', 'UnWPb4']","[['30085.260'], ['30085.2', '30085.181', '30085.149'], ['30085.4', '30085.43', '30085.113'], ['30085.123', '30085.127', '30085.125'], ['30085.268', '30085.274', '30085.270', '30085.272'], ['30085.5', '30085.324', '30085.258', '30085.256', '30085.10'], ['30085.23', '30085.205', '30085.3', '30085.233', '30085.237', '30085.235', '30085.24'], ['30085.8', '30085.320', '30085.316', '30085.314', '30085.248', '30085.241', '30085.163', '30085.169', '30085.173', '30085.171', '30085.165', '30085.167', '30085.20', '30085.38', '30085.17', '30085.16']]"
30085,30085.1,strengthening,weak to strong,unweakened con-branches,"['UnWCb1', 'UnWCb2', 'UnWCb3', 'UnWCb4', 'UnWCb5', 'UnWCb6', 'UnWCb7']","[['30085.6', '30085.243', '30085.245'], ['30085.7', '30085.45', '30085.25'], ['30085.9', '30085.22', '30085.19', '30085.18'], ['30085.28', '30085.334', '30085.294', '30085.12', '30085.39'], ['30085.296', '30085.312'], ['30085.354'], ['30085.356']]","['UnWCb1', 'UnWCb2', 'UnWCb3', 'UnWCb6', 'UnWCb7', 'UnWCb5', 'UnWCb4']","[['30085.6', '30085.243', '30085.245'], ['30085.7', '30085.45', '30085.25'], ['30085.9', '30085.22', '30085.19', '30085.18'], ['30085.354'], ['30085.356'], ['30085.296', '30085.312'], ['30085.28', '30085.334', '30085.294', '30085.12', '30085.39']]"
