Branch_Type,Branch_ID,Size,Arguments
# Debate File:,29923_T6of8_29923.12.json,,
# Target Argument:,29923.12,,
# Total Branches:,4,,

Con-branch,Cb1,1,29923.13
Con-branch,Cb2,2,"29923.14,29923.15"
Unweakened Con-branch,UnWCb1,1,29923.13
Unweakened Con-branch,UnWCb2,2,"29923.14,29923.15"
