Branch_Type,Branch_ID,Size,Arguments
# Debate File:,1257_T135of152_1257.989.json,,
# Target Argument:,1257.989,,
# Total Branches:,4,,

Pro-branch,Pb1,1,1257.990
Pro-branch,Pb2,2,"1257.991,1257.992"
Unweakened Pro-branch,UnWPb1,1,1257.990
Unweakened Pro-branch,UnWPb2,2,"1257.991,1257.992"
