Branch_Type,Branch_ID,Size,Arguments
# Debate File:,48084_T1of11_48084.3.json,,
# Target Argument:,48084.3,,
# Total Branches:,5,,

Pro-branch,Pb1,1,48084.111
Con-branch,Cb1,2,"48084.5,48084.7"
Unweakened Pro-branch,UnWPb1,1,48084.111
Unweakened Con-branch,UnWCb1,1,48084.5
Con-Weakening branch,CWb1,1,48084.7
