Branch_Type,Branch_ID,Size,Arguments
# Debate File:,40975_T1of1_40975.3.json,,
# Target Argument:,40975.3,,
# Total Branches:,17,,

Pro-branch,Pb1,2,"40975.5,40975.29"
Pro-branch,Pb2,2,"40975.7,40975.21"
Pro-branch,Pb3,4,"40975.15,40975.25,40975.27,40975.23"
Pro-branch,Pb4,2,"40975.17,40975.19"
Pro-branch,Pb5,3,"40975.31,40975.35,40975.33"
Con-branch,Cb1,1,40975.9
Con-branch,Cb2,1,40975.11
Con-branch,Cb3,1,40975.13
Unweakened Pro-branch,UnWPb1,2,"40975.5,40975.29"
Unweakened Pro-branch,UnWPb2,2,"40975.7,40975.21"
Unweakened Pro-branch,UnWPb3,2,"40975.15,40975.23"
Unweakened Pro-branch,UnWPb4,2,"40975.17,40975.19"
Unweakened Pro-branch,UnWPb5,3,"40975.31,40975.35,40975.33"
Unweakened Con-branch,UnWCb1,1,40975.9
Unweakened Con-branch,UnWCb2,1,40975.11
Unweakened Con-branch,UnWCb3,1,40975.13
Pro-Weakening branch,PWb1,2,"40975.25,40975.27"
