Branch_Type,Branch_ID,Size,Arguments
# Debate File:,42340_T3of4_42340.77.json,,
# Target Argument:,42340.77,,
# Total Branches:,2,,

Con-branch,Cb1,1,42340.83
Unweakened Con-branch,UnWCb1,1,42340.83
