Branch_Type,Branch_ID,Size,Arguments
# Debate File:,51173_T1of1_51173.3.json,,
# Target Argument:,51173.3,,
# Total Branches:,36,,

Pro-branch,Pb1,15,"51173.5,51173.76,51173.202,51173.86,51173.139,51173.78,51173.55,51173.57,51173.72,51173.25,51173.156,51173.11,51173.13,51173.15,51173.17"
Pro-branch,Pb2,10,"51173.7,51173.61,51173.88,51173.59,51173.46,51173.51,51173.49,51173.42,51173.40,51173.38"
Pro-branch,Pb3,9,"51173.44,51173.145,51173.149,51173.147,51173.80,51173.184,51173.188,51173.186,51173.182"
Pro-branch,Pb4,14,"51173.135,51173.68,51173.74,51173.100,51173.143,51173.116,51173.141,51173.70,51173.32,51173.166,51173.172,51173.170,51173.36,51173.34"
Con-branch,Cb1,11,"51173.90,51173.180,51173.178,51173.112,51173.153,51173.118,51173.114,51173.21,51173.23,51173.9,51173.53"
Con-branch,Cb2,10,"51173.102,51173.96,51173.98,51173.125,51173.129,51173.127,51173.131,51173.104,51173.106,51173.108"
Con-branch,Cb3,7,"51173.110,51173.174,51173.159,51173.151,51173.123,51173.82,51173.84"
Con-branch,Cb4,4,"51173.163,51173.192,51173.194,51173.190"
Con-branch,Cb5,1,51173.204
Unweakened Pro-branch,UnWPb1,9,"51173.5,51173.76,51173.78,51173.25,51173.156,51173.11,51173.13,51173.15,51173.17"
Unweakened Pro-branch,UnWPb2,7,"51173.7,51173.46,51173.51,51173.49,51173.42,51173.40,51173.38"
Unweakened Pro-branch,UnWPb3,2,"51173.44,51173.80"
Unweakened Pro-branch,UnWPb4,4,"51173.135,51173.32,51173.36,51173.34"
Unweakened Con-branch,UnWCb1,5,"51173.90,51173.178,51173.21,51173.9,51173.53"
Unweakened Con-branch,UnWCb2,3,"51173.102,51173.96,51173.98"
Unweakened Con-branch,UnWCb3,3,"51173.110,51173.159,51173.82"
Unweakened Con-branch,UnWCb4,3,"51173.163,51173.192,51173.194"
Unweakened Con-branch,UnWCb5,1,51173.204
Pro-Weakening branch,PWb1,3,"51173.55,51173.57,51173.72"
Pro-Weakening branch,PWb2,3,"51173.145,51173.149,51173.147"
Pro-Weakening branch,PWb3,7,"51173.68,51173.74,51173.100,51173.143,51173.116,51173.141,51173.70"
Pro-Weakening branch,PWb4,2,"51173.86,51173.139"
Pro-Weakening branch,PWb5,1,51173.202
Pro-Weakening branch,PWb6,3,"51173.166,51173.172,51173.170"
Pro-Weakening branch,PWb7,1,51173.182
Pro-Weakening branch,PWb8,3,"51173.184,51173.188,51173.186"
Con-Weakening branch,CWb1,4,"51173.112,51173.153,51173.118,51173.114"
Con-Weakening branch,CWb2,1,51173.180
Con-Weakening branch,CWb3,3,"51173.104,51173.106,51173.108"
Con-Weakening branch,CWb4,1,51173.123
Con-Weakening branch,CWb5,1,51173.151
Con-Weakening branch,CWb6,1,51173.174
Con-Weakening branch,CWb7,1,51173.190
Con-Weakening branch,CWb8,1,51173.84
Con-Weakening branch,CWb9,1,51173.23
Con-Weakening branch,CWb10,4,"51173.125,51173.129,51173.127,51173.131"
