Branch_Type,Branch_ID,Size,Arguments
# Debate File:,49464_T9of9_49464.19.json,,
# Target Argument:,49464.19,,
# Total Branches:,30,,

Pro-branch,Pb1,3,"49464.25,49464.81,49464.29"
Pro-branch,Pb2,4,"49464.27,49464.89,49464.99,49464.55"
Pro-branch,Pb3,3,"49464.45,49464.53,49464.47"
Pro-branch,Pb4,1,49464.79
Con-branch,Cb1,2,"49464.35,49464.49"
Con-branch,Cb2,6,"49464.37,49464.83,49464.69,49464.85,49464.67,49464.39"
Con-branch,Cb3,7,"49464.57,49464.63,49464.77,49464.75,49464.73,49464.71,49464.59"
Con-branch,Cb4,5,"49464.61,49464.97,49464.87,49464.95,49464.65"
Con-branch,Cb5,2,"49464.91,49464.93"
Con-branch,Cb6,3,"49464.101,49464.103,49464.105"
Unweakened Pro-branch,UnWPb1,1,49464.25
Unweakened Pro-branch,UnWPb2,1,49464.27
Unweakened Pro-branch,UnWPb3,3,"49464.45,49464.53,49464.47"
Unweakened Pro-branch,UnWPb4,1,49464.79
Unweakened Con-branch,UnWCb1,1,49464.35
Unweakened Con-branch,UnWCb2,3,"49464.37,49464.67,49464.39"
Unweakened Con-branch,UnWCb3,2,"49464.57,49464.59"
Unweakened Con-branch,UnWCb4,2,"49464.61,49464.97"
Unweakened Con-branch,UnWCb5,2,"49464.91,49464.93"
Unweakened Con-branch,UnWCb6,3,"49464.101,49464.103,49464.105"
Pro-Weakening branch,PWb1,1,49464.29
Pro-Weakening branch,PWb2,1,49464.81
Pro-Weakening branch,PWb3,1,49464.55
Pro-Weakening branch,PWb4,2,"49464.89,49464.99"
Con-Weakening branch,CWb1,1,49464.49
Con-Weakening branch,CWb2,2,"49464.69,49464.85"
Con-Weakening branch,CWb3,1,49464.83
Con-Weakening branch,CWb4,5,"49464.63,49464.77,49464.75,49464.73,49464.71"
Con-Weakening branch,CWb5,1,49464.65
Con-Weakening branch,CWb6,2,"49464.87,49464.95"
