Branch_Type,Branch_ID,Size,Arguments
# Debate File:,64803_T11of31_64803.72.json,,
# Target Argument:,64803.72,,
# Total Branches:,5,,

Pro-branch,Pb1,1,64803.160
Con-branch,Cb1,3,"64803.94,64803.132,64803.134"
Unweakened Pro-branch,UnWPb1,1,64803.160
Unweakened Con-branch,UnWCb1,1,64803.94
Con-Weakening branch,CWb1,2,"64803.132,64803.134"
