Branch_Type,Branch_ID,Size,Arguments
# Debate File:,21693_T3of4_21693.10.json,,
# Target Argument:,21693.10,,
# Total Branches:,4,,

Pro-branch,Pb1,1,21693.11
Con-branch,Cb1,2,"21693.12,21693.55"
Unweakened Pro-branch,UnWPb1,1,21693.11
Unweakened Con-branch,UnWCb1,2,"21693.12,21693.55"
