Branch_Type,Branch_ID,Size,Arguments
# Debate File:,30428_T1of1_30428.3.json,,
# Target Argument:,30428.3,,
# Total Branches:,26,,

Pro-branch,Pb1,16,"30428.5,30428.83,30428.53,30428.55,30428.57,30428.79,30428.69,30428.75,30428.73,30428.71,30428.67,30428.63,30428.65,30428.61,30428.59,30428.23"
Pro-branch,Pb2,1,30428.7
Pro-branch,Pb3,3,"30428.9,30428.25,30428.43"
Pro-branch,Pb4,1,30428.13
Pro-branch,Pb5,1,30428.15
Pro-branch,Pb6,1,30428.17
Pro-branch,Pb7,3,"30428.29,30428.77,30428.47"
Pro-branch,Pb8,1,30428.81
Pro-branch,Pb9,1,30428.102
Con-branch,Cb1,13,"30428.19,30428.89,30428.93,30428.91,30428.49,30428.85,30428.87,30428.51,30428.37,30428.45,30428.39,30428.41,30428.35"
Con-branch,Cb2,3,"30428.21,30428.96,30428.33"
Unweakened Pro-branch,UnWPb1,9,"30428.5,30428.53,30428.55,30428.57,30428.79,30428.67,30428.61,30428.59,30428.23"
Unweakened Pro-branch,UnWPb2,1,30428.7
Unweakened Pro-branch,UnWPb3,3,"30428.9,30428.25,30428.43"
Unweakened Pro-branch,UnWPb4,1,30428.13
Unweakened Pro-branch,UnWPb5,1,30428.15
Unweakened Pro-branch,UnWPb6,1,30428.17
Unweakened Pro-branch,UnWPb7,3,"30428.29,30428.77,30428.47"
Unweakened Pro-branch,UnWPb8,1,30428.81
Unweakened Pro-branch,UnWPb9,1,30428.102
Unweakened Con-branch,UnWCb1,2,"30428.19,30428.35"
Unweakened Con-branch,UnWCb2,3,"30428.21,30428.96,30428.33"
Pro-Weakening branch,PWb1,2,"30428.63,30428.65"
Pro-Weakening branch,PWb2,4,"30428.69,30428.75,30428.73,30428.71"
Con-Weakening branch,CWb1,8,"30428.49,30428.85,30428.87,30428.51,30428.37,30428.45,30428.39,30428.41"
Con-Weakening branch,CWb2,3,"30428.89,30428.93,30428.91"
