Branch_Type,Branch_ID,Size,Arguments
# Debate File:,47313_T1of13_47313.3.json,,
# Target Argument:,47313.3,,
# Total Branches:,28,,

Pro-branch,Pb1,30,"47313.1296,47313.1841,47313.1769,47313.2023,47313.2045,47313.2043,47313.2041,47313.2039,47313.2037,47313.2035,47313.2033,47313.2031,47313.2029,47313.2027,47313.1907,47313.1765,47313.29,47313.1930,47313.373,47313.1671,47313.626,47313.1839,47313.1825,47313.1895,47313.1368,47313.1376,47313.1374,47313.1372,47313.1370,47313.13"
Pro-branch,Pb2,20,"47313.1298,47313.1827,47313.1350,47313.1829,47313.162,47313.168,47313.208,47313.210,47313.204,47313.206,47313.164,47313.212,47313.166,47313.17,47313.15,47313.1845,47313.1831,47313.1837,47313.1835,47313.1833"
Pro-branch,Pb3,5,"47313.1300,47313.908,47313.889,47313.1335,47313.895"
Con-branch,Cb1,20,"47313.76,47313.1695,47313.1118,47313.1122,47313.1120,47313.1114,47313.1116,47313.1115,47313.1110,47313.1406,47313.1404,47313.1109,47313.1400,47313.1105,47313.1106,47313.231,47313.234,47313.81,47313.728,47313.730"
Con-branch,Cb2,8,"47313.172,47313.198,47313.202,47313.200,47313.176,47313.227,47313.229,47313.218"
Unweakened Pro-branch,UnWPb1,2,"47313.1296,47313.13"
Unweakened Pro-branch,UnWPb2,7,"47313.1298,47313.1350,47313.162,47313.164,47313.212,47313.166,47313.17"
Unweakened Pro-branch,UnWPb3,3,"47313.1300,47313.908,47313.889"
Unweakened Con-branch,UnWCb1,11,"47313.76,47313.1118,47313.1122,47313.1120,47313.1114,47313.1110,47313.1406,47313.1404,47313.1105,47313.231,47313.81"
Unweakened Con-branch,UnWCb2,1,47313.172
Pro-Weakening branch,PWb1,5,"47313.1368,47313.1376,47313.1374,47313.1372,47313.1370"
Pro-Weakening branch,PWb2,2,"47313.1825,47313.1895"
Pro-Weakening branch,PWb3,1,47313.1839
Pro-Weakening branch,PWb4,20,"47313.1841,47313.1769,47313.2023,47313.2045,47313.2043,47313.2041,47313.2039,47313.2037,47313.2035,47313.2033,47313.2031,47313.2029,47313.2027,47313.1907,47313.1765,47313.29,47313.1930,47313.373,47313.1671,47313.626"
Pro-Weakening branch,PWb5,1,47313.1827
Pro-Weakening branch,PWb6,5,"47313.168,47313.208,47313.210,47313.204,47313.206"
Pro-Weakening branch,PWb7,1,47313.1829
Pro-Weakening branch,PWb8,1,47313.895
Pro-Weakening branch,PWb9,1,47313.1335
Con-Weakening branch,CWb1,1,47313.1695
Con-Weakening branch,CWb2,4,"47313.176,47313.227,47313.229,47313.218"
Con-Weakening branch,CWb3,3,"47313.198,47313.202,47313.200"
Con-Weakening branch,CWb4,1,47313.730
Con-Weakening branch,CWb5,1,47313.728
Con-Weakening branch,CWb6,1,47313.234
Con-Weakening branch,CWb7,1,47313.1106
Con-Weakening branch,CWb8,2,"47313.1109,47313.1400"
Con-Weakening branch,CWb9,2,"47313.1116,47313.1115"
