Branch_Type,Branch_ID,Size,Arguments
# Debate File:,48191_T9of10_48191.480.json,,
# Target Argument:,48191.480,,
# Total Branches:,9,,

Pro-branch,Pb1,5,"48191.264,48191.268,48191.272,48191.270,48191.266"
Pro-branch,Pb2,10,"48191.207,48191.241,48191.245,48191.243,48191.211,48191.215,48191.213,48191.209,48191.362,48191.217"
Pro-branch,Pb3,11,"48191.276,48191.427,48191.282,48191.278,48191.356,48191.358,48191.295,48191.298,48191.292,48191.284,48191.290"
Unweakened Pro-branch,UnWPb1,5,"48191.264,48191.268,48191.272,48191.270,48191.266"
Unweakened Pro-branch,UnWPb2,9,"48191.207,48191.241,48191.243,48191.211,48191.215,48191.213,48191.209,48191.362,48191.217"
Unweakened Pro-branch,UnWPb3,9,"48191.276,48191.282,48191.278,48191.356,48191.358,48191.295,48191.298,48191.292,48191.284"
Pro-Weakening branch,PWb1,1,48191.427
Pro-Weakening branch,PWb2,1,48191.245
Pro-Weakening branch,PWb3,1,48191.290
