Branch_Type,Branch_ID,Size,Arguments
# Debate File:,42078_T2of3_42078.5.json,,
# Target Argument:,42078.5,,
# Total Branches:,8,,

Pro-branch,Pb1,4,"42078.65,42078.67,42078.71,42078.69"
Con-branch,Cb1,5,"42078.13,42078.61,42078.57,42078.59,42078.41"
Con-branch,Cb2,1,42078.63
Unweakened Pro-branch,UnWPb1,3,"42078.65,42078.67,42078.71"
Unweakened Con-branch,UnWCb1,4,"42078.13,42078.57,42078.59,42078.41"
Unweakened Con-branch,UnWCb2,1,42078.63
Pro-Weakening branch,PWb1,1,42078.69
Con-Weakening branch,CWb1,1,42078.61
