Branch_Type,Branch_ID,Size,Arguments
# Debate File:,64220_T1of1_64220.3.json,,
# Target Argument:,64220.3,,
# Total Branches:,44,,

Pro-branch,Pb1,51,"64220.5,64220.170,64220.143,64220.275,64220.273,64220.176,64220.305,64220.303,64220.174,64220.299,64220.297,64220.301,64220.295,64220.172,64220.419,64220.417,64220.271,64220.269,64220.11,64220.44,64220.377,64220.68,64220.379,64220.16,64220.46,64220.147,64220.381,64220.81,64220.30,64220.456,64220.106,64220.22,64220.458,64220.104,64220.26,64220.318,64220.312,64220.320,64220.309,64220.28,64220.314,64220.20,64220.371,64220.375,64220.373,64220.365,64220.385,64220.369,64220.367,64220.52,64220.363"
Pro-branch,Pb2,52,"64220.7,64220.114,64220.119,64220.117,64220.415,64220.189,64220.387,64220.393,64220.389,64220.32,64220.413,64220.158,64220.164,64220.162,64220.160,64220.102,64220.100,64220.391,64220.145,64220.60,64220.234,64220.460,64220.238,64220.236,64220.228,64220.232,64220.230,64220.62,64220.240,64220.94,64220.92,64220.442,64220.440,64220.36,64220.90,64220.88,64220.332,64220.245,64220.34,64220.58,64220.56,64220.54,64220.9,64220.322,64220.330,64220.328,64220.462,64220.326,64220.324,64220.98,64220.96,64220.409"
Con-branch,Cb1,54,"64220.125,64220.86,64220.40,64220.340,64220.334,64220.110,64220.344,64220.108,64220.112,64220.407,64220.405,64220.70,64220.18,64220.123,64220.213,64220.211,64220.243,64220.121,64220.215,64220.219,64220.73,64220.223,64220.221,64220.75,64220.38,64220.64,64220.360,64220.66,64220.50,64220.358,64220.166,64220.48,64220.168,64220.402,64220.400,64220.197,64220.201,64220.199,64220.133,64220.139,64220.137,64220.135,64220.127,64220.141,64220.131,64220.209,64220.207,64220.181,64220.150,64220.205,64220.450,64220.448,64220.129,64220.79"
Con-branch,Cb2,38,"64220.179,64220.152,64220.258,64220.263,64220.261,64220.252,64220.342,64220.156,64220.256,64220.254,64220.154,64220.336,64220.267,64220.265,64220.187,64220.293,64220.438,64220.436,64220.279,64220.287,64220.285,64220.283,64220.281,64220.277,64220.291,64220.289,64220.185,64220.193,64220.452,64220.191,64220.454,64220.183,64220.430,64220.433,64220.195,64220.424,64220.428,64220.426"
Unweakened Pro-branch,UnWPb1,9,"64220.5,64220.170,64220.143,64220.273,64220.176,64220.303,64220.26,64220.318,64220.320"
Unweakened Pro-branch,UnWPb2,11,"64220.7,64220.60,64220.234,64220.236,64220.92,64220.442,64220.36,64220.90,64220.34,64220.56,64220.54"
Unweakened Con-branch,UnWCb1,14,"64220.125,64220.70,64220.18,64220.121,64220.75,64220.38,64220.50,64220.166,64220.48,64220.127,64220.141,64220.131,64220.209,64220.181"
Unweakened Con-branch,UnWCb2,10,"64220.179,64220.152,64220.258,64220.261,64220.154,64220.336,64220.265,64220.183,64220.430,64220.195"
Pro-Weakening branch,PWb1,10,"64220.20,64220.371,64220.375,64220.373,64220.365,64220.385,64220.369,64220.367,64220.52,64220.363"
Pro-Weakening branch,PWb2,16,"64220.11,64220.44,64220.377,64220.68,64220.379,64220.16,64220.46,64220.147,64220.381,64220.81,64220.30,64220.456,64220.106,64220.22,64220.458,64220.104"
Pro-Weakening branch,PWb3,10,"64220.9,64220.322,64220.330,64220.328,64220.462,64220.326,64220.324,64220.98,64220.96,64220.409"
Pro-Weakening branch,PWb4,18,"64220.114,64220.119,64220.117,64220.415,64220.189,64220.387,64220.393,64220.389,64220.32,64220.413,64220.158,64220.164,64220.162,64220.160,64220.102,64220.100,64220.391,64220.145"
Pro-Weakening branch,PWb5,3,"64220.309,64220.28,64220.314"
Pro-Weakening branch,PWb6,5,"64220.172,64220.419,64220.417,64220.271,64220.269"
Pro-Weakening branch,PWb7,5,"64220.174,64220.299,64220.297,64220.301,64220.295"
Pro-Weakening branch,PWb8,1,64220.58
Pro-Weakening branch,PWb9,3,"64220.88,64220.332,64220.245"
Pro-Weakening branch,PWb10,3,"64220.62,64220.240,64220.94"
Pro-Weakening branch,PWb11,3,"64220.228,64220.232,64220.230"
Pro-Weakening branch,PWb12,1,64220.312
Pro-Weakening branch,PWb13,1,64220.305
Pro-Weakening branch,PWb14,1,64220.275
Pro-Weakening branch,PWb15,1,64220.440
Pro-Weakening branch,PWb16,1,64220.238
Pro-Weakening branch,PWb17,1,64220.460
Con-Weakening branch,CWb1,4,"64220.133,64220.139,64220.137,64220.135"
Con-Weakening branch,CWb2,3,"64220.197,64220.201,64220.199"
Con-Weakening branch,CWb3,10,"64220.86,64220.40,64220.340,64220.334,64220.110,64220.344,64220.108,64220.112,64220.407,64220.405"
Con-Weakening branch,CWb4,5,"64220.185,64220.193,64220.452,64220.191,64220.454"
Con-Weakening branch,CWb5,12,"64220.187,64220.293,64220.438,64220.436,64220.279,64220.287,64220.285,64220.283,64220.281,64220.277,64220.291,64220.289"
Con-Weakening branch,CWb6,5,"64220.205,64220.450,64220.448,64220.129,64220.79"
Con-Weakening branch,CWb7,3,"64220.168,64220.402,64220.400"
Con-Weakening branch,CWb8,4,"64220.219,64220.73,64220.223,64220.221"
Con-Weakening branch,CWb9,3,"64220.424,64220.428,64220.426"
Con-Weakening branch,CWb10,5,"64220.252,64220.342,64220.156,64220.256,64220.254"
Con-Weakening branch,CWb11,1,64220.150
Con-Weakening branch,CWb12,3,"64220.64,64220.360,64220.66"
Con-Weakening branch,CWb13,4,"64220.123,64220.213,64220.211,64220.243"
Con-Weakening branch,CWb14,1,64220.433
Con-Weakening branch,CWb15,1,64220.267
Con-Weakening branch,CWb16,1,64220.263
Con-Weakening branch,CWb17,1,64220.207
Con-Weakening branch,CWb18,1,64220.358
Con-Weakening branch,CWb19,1,64220.215
