Branch_Type,Branch_ID,Size,Arguments
# Debate File:,13288_T4of7_13288.24.json,,
# Target Argument:,13288.24,,
# Total Branches:,6,,

Pro-branch,Pb1,4,"13288.25,13288.33,13288.54,13288.53"
Pro-branch,Pb2,1,13288.23
Con-branch,Cb1,1,13288.30
Unweakened Pro-branch,UnWPb1,4,"13288.25,13288.33,13288.54,13288.53"
Unweakened Pro-branch,UnWPb2,1,13288.23
Unweakened Con-branch,UnWCb1,1,13288.30
