Branch_Type,Branch_ID,Size,Arguments
# Debate File:,28206_T1of1_28206.5.json,,
# Target Argument:,28206.5,,
# Total Branches:,28,,

Pro-branch,Pb1,6,"28206.6,28206.172,28206.82,28206.86,28206.84,28206.31"
Pro-branch,Pb2,24,"28206.21,28206.23,28206.104,28206.106,28206.27,28206.25,28206.7,28206.53,28206.39,28206.49,28206.51,28206.59,28206.108,28206.9,28206.146,28206.98,28206.100,28206.144,28206.80,28206.33,28206.35,28206.37,28206.77,28206.47"
Pro-branch,Pb3,9,"28206.41,28206.102,28206.94,28206.88,28206.118,28206.92,28206.90,28206.45,28206.43"
Pro-branch,Pb4,2,"28206.134,28206.136"
Pro-branch,Pb5,3,"28206.140,28206.166,28206.168"
Pro-branch,Pb6,3,"28206.161,28206.164,28206.142"
Con-branch,Cb1,6,"28206.8,28206.112,28206.116,28206.114,28206.110,28206.29"
Con-branch,Cb2,4,"28206.55,28206.123,28206.63,28206.61"
Con-branch,Cb3,10,"28206.65,28206.75,28206.129,28206.127,28206.125,28206.71,28206.73,28206.69,28206.132,28206.67"
Unweakened Pro-branch,UnWPb1,6,"28206.6,28206.172,28206.82,28206.86,28206.84,28206.31"
Unweakened Pro-branch,UnWPb2,13,"28206.21,28206.108,28206.9,28206.146,28206.98,28206.100,28206.144,28206.80,28206.33,28206.35,28206.37,28206.77,28206.47"
Unweakened Pro-branch,UnWPb3,7,"28206.41,28206.102,28206.88,28206.92,28206.90,28206.45,28206.43"
Unweakened Pro-branch,UnWPb4,2,"28206.134,28206.136"
Unweakened Pro-branch,UnWPb5,3,"28206.140,28206.166,28206.168"
Unweakened Pro-branch,UnWPb6,2,"28206.161,28206.164"
Unweakened Con-branch,UnWCb1,2,"28206.8,28206.110"
Unweakened Con-branch,UnWCb2,3,"28206.55,28206.63,28206.61"
Unweakened Con-branch,UnWCb3,2,"28206.65,28206.67"
Pro-Weakening branch,PWb1,6,"28206.7,28206.53,28206.39,28206.49,28206.51,28206.59"
Pro-Weakening branch,PWb2,5,"28206.23,28206.104,28206.106,28206.27,28206.25"
Pro-Weakening branch,PWb3,1,28206.94
Pro-Weakening branch,PWb4,1,28206.118
Con-Weakening branch,CWb1,1,28206.29
Con-Weakening branch,CWb2,3,"28206.112,28206.116,28206.114"
Con-Weakening branch,CWb3,1,28206.123
Con-Weakening branch,CWb4,2,"28206.69,28206.132"
Con-Weakening branch,CWb5,2,"28206.71,28206.73"
Con-Weakening branch,CWb6,4,"28206.75,28206.129,28206.127,28206.125"
