Branch_Type,Branch_ID,Size,Arguments
# Debate File:,30072_T3of7_30072.21.json,,
# Target Argument:,30072.21,,
# Total Branches:,5,,

Pro-branch,Pb1,3,"30072.22,30072.13,30072.24"
Con-branch,Cb1,2,"30072.279,30072.304"
Unweakened Pro-branch,UnWPb1,1,30072.22
Unweakened Con-branch,UnWCb1,2,"30072.279,30072.304"
Pro-Weakening branch,PWb1,2,"30072.13,30072.24"
