Branch_Type,Branch_ID,Size,Arguments
# Debate File:,1257_T97of152_1257.822.json,,
# Target Argument:,1257.822,,
# Total Branches:,4,,

Pro-branch,Pb1,1,1257.2201
Pro-branch,Pb2,1,1257.2203
Unweakened Pro-branch,UnWPb1,1,1257.2201
Unweakened Pro-branch,UnWPb2,1,1257.2203
