Branch_Type,Branch_ID,Size,Arguments
# Debate File:,1622_T5of18_1622.25.json,,
# Target Argument:,1622.25,,
# Total Branches:,9,,

Pro-branch,Pb1,5,"1622.26,1622.30,1622.28,1622.29,1622.27"
Con-branch,Cb1,1,1622.31
Con-branch,Cb2,8,"1622.36,1622.42,1622.38,1622.133,1622.146,1622.41,1622.39,1622.40"
Unweakened Pro-branch,UnWPb1,4,"1622.26,1622.30,1622.28,1622.27"
Unweakened Con-branch,UnWCb1,1,1622.31
Unweakened Con-branch,UnWCb2,1,1622.36
Pro-Weakening branch,PWb1,1,1622.29
Con-Weakening branch,CWb1,6,"1622.38,1622.133,1622.146,1622.41,1622.39,1622.40"
Con-Weakening branch,CWb2,1,1622.42
