Branch_Type,Branch_ID,Size,Arguments
# Debate File:,60022_T1of1_60022.3.json,,
# Target Argument:,60022.3,,
# Total Branches:,26,,

Pro-branch,Pb1,1,60022.23
Pro-branch,Pb2,8,"60022.13,60022.30,60022.32,60022.7,60022.21,60022.50,60022.17,60022.15"
Pro-branch,Pb3,1,60022.11
Pro-branch,Pb4,2,"60022.9,60022.19"
Pro-branch,Pb5,1,60022.40
Pro-branch,Pb6,2,"60022.42,60022.44"
Pro-branch,Pb7,2,"60022.46,60022.48"
Con-branch,Cb1,1,60022.5
Con-branch,Cb2,1,60022.35
Con-branch,Cb3,1,60022.37
Con-branch,Cb4,3,"60022.55,60022.59,60022.57"
Con-branch,Cb5,5,"60022.61,60022.67,60022.65,60022.69,60022.63"
Unweakened Pro-branch,UnWPb1,1,60022.23
Unweakened Pro-branch,UnWPb2,3,"60022.13,60022.17,60022.15"
Unweakened Pro-branch,UnWPb3,1,60022.11
Unweakened Pro-branch,UnWPb4,2,"60022.9,60022.19"
Unweakened Pro-branch,UnWPb5,1,60022.40
Unweakened Pro-branch,UnWPb6,2,"60022.42,60022.44"
Unweakened Pro-branch,UnWPb7,1,60022.46
Unweakened Con-branch,UnWCb1,1,60022.5
Unweakened Con-branch,UnWCb2,1,60022.35
Unweakened Con-branch,UnWCb3,1,60022.37
Unweakened Con-branch,UnWCb4,3,"60022.55,60022.59,60022.57"
Unweakened Con-branch,UnWCb5,5,"60022.61,60022.67,60022.65,60022.69,60022.63"
Pro-Weakening branch,PWb1,5,"60022.30,60022.32,60022.7,60022.21,60022.50"
Pro-Weakening branch,PWb2,1,60022.48
