Branch_Type,Branch_ID,Size,Arguments
# Debate File:,13517_T5of7_13517.88.json,,
# Target Argument:,13517.88,,
# Total Branches:,5,,

Pro-branch,Pb1,4,"13517.112,13517.113,13517.119,13517.116"
Con-branch,Cb1,2,"13517.106,13517.125"
Unweakened Pro-branch,UnWPb1,1,13517.112
Unweakened Con-branch,UnWCb1,2,"13517.106,13517.125"
Pro-Weakening branch,PWb1,3,"13517.113,13517.119,13517.116"
