Branch_Type,Branch_ID,Size,Arguments
# Debate File:,9878_T1of1_9878.1.json,,
# Target Argument:,9878.1,,
# Total Branches:,35,,

Pro-branch,Pb1,27,"9878.17,9878.94,9878.171,9878.106,9878.170,9878.169,9878.108,9878.107,9878.62,9878.132,9878.296,9878.295,9878.294,9878.131,9878.233,9878.206,9878.92,9878.49,9878.223,9878.284,9878.51,9878.232,9878.282,9878.231,9878.230,9878.229,9878.303"
Pro-branch,Pb2,12,"9878.21,9878.55,9878.34,9878.23,9878.24,9878.25,9878.22,9878.28,9878.53,9878.181,9878.79,9878.172"
Pro-branch,Pb3,42,"9878.35,9878.60,9878.173,9878.91,9878.90,9878.75,9878.4,9878.46,9878.69,9878.38,9878.40,9878.41,9878.5,9878.142,9878.225,9878.186,9878.185,9878.39,9878.198,9878.224,9878.226,9878.178,9878.200,9878.54,9878.160,9878.159,9878.158,9878.157,9878.326,9878.199,9878.168,9878.312,9878.266,9878.167,9878.153,9878.182,9878.179,9878.318,9878.78,9878.37,9878.36,9878.61"
Pro-branch,Pb4,65,"9878.64,9878.250,9878.268,9878.164,9878.192,9878.197,9878.118,9878.166,9878.499,9878.283,9878.95,9878.274,9878.276,9878.275,9878.277,9878.89,9878.501,9878.50,9878.162,9878.180,9878.163,9878.165,9878.82,9878.247,9878.238,9878.204,9878.205,9878.141,9878.80,9878.315,9878.135,9878.222,9878.119,9878.120,9878.211,9878.81,9878.314,9878.86,9878.320,9878.319,9878.113,9878.139,9878.140,9878.3,9878.117,9878.114,9878.149,9878.2,9878.70,9878.52,9878.56,9878.29,9878.30,9878.31,9878.16,9878.156,9878.317,9878.105,9878.324,9878.325,9878.316,9878.19,9878.84,9878.103,9878.20"
Con-branch,Cb1,12,"9878.8,9878.251,9878.202,9878.93,9878.59,9878.104,9878.102,9878.130,9878.213,9878.286,9878.287,9878.221"
Con-branch,Cb2,15,"9878.11,9878.63,9878.44,9878.48,9878.18,9878.9,9878.10,9878.252,9878.328,9878.258,9878.259,9878.261,9878.260,9878.257,9878.218"
Unweakened Pro-branch,UnWPb1,3,"9878.17,9878.94,9878.171"
Unweakened Pro-branch,UnWPb2,6,"9878.21,9878.34,9878.23,9878.24,9878.25,9878.22"
Unweakened Pro-branch,UnWPb3,3,"9878.35,9878.37,9878.36"
Unweakened Pro-branch,UnWPb4,25,"9878.64,9878.250,9878.268,9878.164,9878.192,9878.197,9878.118,9878.166,9878.283,9878.95,9878.274,9878.276,9878.89,9878.50,9878.162,9878.180,9878.163,9878.3,9878.117,9878.149,9878.2,9878.70,9878.29,9878.30,9878.31"
Unweakened Con-branch,UnWCb1,1,9878.8
Unweakened Con-branch,UnWCb2,5,"9878.11,9878.63,9878.18,9878.9,9878.10"
Pro-Weakening branch,PWb1,4,"9878.53,9878.181,9878.79,9878.172"
Pro-Weakening branch,PWb2,7,"9878.16,9878.156,9878.317,9878.105,9878.324,9878.325,9878.316"
Pro-Weakening branch,PWb3,4,"9878.19,9878.84,9878.103,9878.20"
Pro-Weakening branch,PWb4,19,"9878.62,9878.132,9878.296,9878.295,9878.294,9878.131,9878.233,9878.206,9878.92,9878.49,9878.223,9878.284,9878.51,9878.232,9878.282,9878.231,9878.230,9878.229,9878.303"
Pro-Weakening branch,PWb5,1,9878.55
Pro-Weakening branch,PWb6,38,"9878.60,9878.173,9878.91,9878.90,9878.75,9878.4,9878.46,9878.69,9878.38,9878.40,9878.41,9878.5,9878.142,9878.225,9878.186,9878.185,9878.39,9878.198,9878.224,9878.226,9878.178,9878.200,9878.54,9878.160,9878.159,9878.158,9878.157,9878.326,9878.199,9878.168,9878.312,9878.266,9878.167,9878.153,9878.182,9878.179,9878.318,9878.78"
Pro-Weakening branch,PWb7,13,"9878.82,9878.247,9878.238,9878.204,9878.205,9878.141,9878.80,9878.315,9878.135,9878.222,9878.119,9878.120,9878.211"
Pro-Weakening branch,PWb8,5,"9878.106,9878.170,9878.169,9878.108,9878.107"
Pro-Weakening branch,PWb9,1,9878.28
Pro-Weakening branch,PWb10,1,9878.61
Pro-Weakening branch,PWb11,2,"9878.52,9878.56"
Pro-Weakening branch,PWb12,1,9878.114
Pro-Weakening branch,PWb13,1,9878.165
Pro-Weakening branch,PWb14,1,9878.501
Pro-Weakening branch,PWb15,1,9878.499
Pro-Weakening branch,PWb16,2,"9878.275,9878.277"
Con-Weakening branch,CWb1,4,"9878.213,9878.286,9878.287,9878.221"
Con-Weakening branch,CWb2,8,"9878.252,9878.328,9878.258,9878.259,9878.261,9878.260,9878.257,9878.218"
Con-Weakening branch,CWb3,4,"9878.59,9878.104,9878.102,9878.130"
Con-Weakening branch,CWb4,1,9878.93
Con-Weakening branch,CWb5,1,9878.202
Con-Weakening branch,CWb6,1,9878.251
Con-Weakening branch,CWb7,2,"9878.44,9878.48"
