Branch_Type,Branch_ID,Size,Arguments
# Debate File:,34171_T2of20_34171.5.json,,
# Target Argument:,34171.5,,
# Total Branches:,23,,

Pro-branch,Pb1,5,"34171.17,34171.327,34171.83,34171.85,34171.81"
Pro-branch,Pb2,6,"34171.27,34171.283,34171.293,34171.297,34171.295,34171.69"
Pro-branch,Pb3,54,"34171.490,34171.567,34171.540,34171.573,34171.578,34171.580,34171.585,34171.606,34171.576,34171.543,34171.559,34171.563,34171.561,34171.557,34171.555,34171.545,34171.551,34171.553,34171.549,34171.547,34171.590,34171.538,34171.594,34171.615,34171.604,34171.600,34171.602,34171.598,34171.613,34171.611,34171.596,34171.512,34171.617,34171.532,34171.536,34171.534,34171.530,34171.528,34171.526,34171.504,34171.506,34171.508,34171.510,34171.524,34171.522,34171.520,34171.518,34171.500,34171.565,34171.496,34171.571,34171.498,34171.492,34171.325"
Con-branch,Cb1,4,"34171.19,34171.687,34171.66,34171.29"
Unweakened Pro-branch,UnWPb1,3,"34171.17,34171.327,34171.85"
Unweakened Pro-branch,UnWPb2,2,"34171.27,34171.69"
Unweakened Pro-branch,UnWPb3,41,"34171.490,34171.540,34171.573,34171.576,34171.543,34171.559,34171.563,34171.561,34171.557,34171.555,34171.545,34171.551,34171.549,34171.547,34171.590,34171.538,34171.594,34171.604,34171.600,34171.602,34171.598,34171.613,34171.596,34171.512,34171.532,34171.530,34171.528,34171.526,34171.504,34171.506,34171.508,34171.510,34171.524,34171.522,34171.520,34171.518,34171.500,34171.496,34171.498,34171.492,34171.325"
Unweakened Con-branch,UnWCb1,2,"34171.19,34171.29"
Pro-Weakening branch,PWb1,1,34171.81
Pro-Weakening branch,PWb2,1,34171.83
Pro-Weakening branch,PWb3,4,"34171.283,34171.293,34171.297,34171.295"
Pro-Weakening branch,PWb4,1,34171.567
Pro-Weakening branch,PWb5,1,34171.571
Pro-Weakening branch,PWb6,1,34171.565
Pro-Weakening branch,PWb7,1,34171.617
Pro-Weakening branch,PWb8,1,34171.534
Pro-Weakening branch,PWb9,1,34171.536
Pro-Weakening branch,PWb10,4,"34171.578,34171.580,34171.585,34171.606"
Pro-Weakening branch,PWb11,1,34171.615
Pro-Weakening branch,PWb12,1,34171.553
Pro-Weakening branch,PWb13,1,34171.611
Con-Weakening branch,CWb1,1,34171.66
Con-Weakening branch,CWb2,1,34171.687
