Branch_Type,Branch_ID,Size,Arguments
# Debate File:,43548_T8of13_43548.17.json,,
# Target Argument:,43548.17,,
# Total Branches:,4,,

Pro-branch,Pb1,1,43548.91
Pro-branch,Pb2,1,43548.105
Unweakened Pro-branch,UnWPb1,1,43548.91
Unweakened Pro-branch,UnWPb2,1,43548.105
