Branch_Type,Branch_ID,Size,Arguments
# Debate File:,29615_T6of6_29615.622.json,,
# Target Argument:,29615.622,,
# Total Branches:,14,,

Pro-branch,Pb1,3,"29615.624,29615.738,29615.110"
Pro-branch,Pb2,4,"29615.626,29615.101,29615.368,29615.370"
Con-branch,Cb1,2,"29615.628,29615.19"
Con-branch,Cb2,11,"29615.656,29615.714,29615.716,29615.718,29615.663,29615.95,29615.247,29615.249,29615.219,29615.275,29615.482"
Unweakened Pro-branch,UnWPb1,2,"29615.624,29615.110"
Unweakened Pro-branch,UnWPb2,2,"29615.626,29615.370"
Unweakened Con-branch,UnWCb1,1,29615.628
Unweakened Con-branch,UnWCb2,5,"29615.656,29615.95,29615.219,29615.275,29615.482"
Pro-Weakening branch,PWb1,1,29615.738
Pro-Weakening branch,PWb2,2,"29615.101,29615.368"
Con-Weakening branch,CWb1,1,29615.19
Con-Weakening branch,CWb2,1,29615.663
Con-Weakening branch,CWb3,3,"29615.714,29615.716,29615.718"
Con-Weakening branch,CWb4,2,"29615.247,29615.249"
