Branch_Type,Branch_ID,Size,Arguments
# Debate File:,14121_T2of14_14121.10.json,,
# Target Argument:,14121.10,,
# Total Branches:,9,,

Pro-branch,Pb1,1,14121.37
Pro-branch,Pb2,1,14121.55
Con-branch,Cb1,3,"14121.36,14121.94,14121.49"
Con-branch,Cb2,1,14121.84
Unweakened Pro-branch,UnWPb1,1,14121.37
Unweakened Pro-branch,UnWPb2,1,14121.55
Unweakened Con-branch,UnWCb1,2,"14121.36,14121.94"
Unweakened Con-branch,UnWCb2,1,14121.84
Con-Weakening branch,CWb1,1,14121.49
