Branch_Type,Branch_ID,Size,Arguments
# Debate File:,14140_T1of1_14140.1.json,,
# Target Argument:,14140.1,,
# Total Branches:,30,,

Pro-branch,Pb1,3,"14140.9,14140.44,14140.14"
Pro-branch,Pb2,3,"14140.12,14140.50,14140.16"
Con-branch,Cb1,12,"14140.7,14140.112,14140.40,14140.43,14140.51,14140.52,14140.42,14140.41,14140.49,14140.48,14140.28,14140.11"
Con-branch,Cb2,29,"14140.19,14140.197,14140.114,14140.119,14140.117,14140.56,14140.8,14140.84,14140.85,14140.39,14140.30,14140.74,14140.131,14140.62,14140.64,14140.63,14140.65,14140.27,14140.60,14140.61,14140.58,14140.15,14140.23,14140.25,14140.22,14140.34,14140.33,14140.32,14140.13"
Con-branch,Cb3,7,"14140.54,14140.73,14140.125,14140.128,14140.83,14140.82,14140.88"
Con-branch,Cb4,4,"14140.91,14140.10,14140.18,14140.17"
Con-branch,Cb5,1,14140.113
Con-branch,Cb6,10,"14140.129,14140.2,14140.53,14140.80,14140.5,14140.75,14140.4,14140.3,14140.26,14140.130"
Unweakened Pro-branch,UnWPb1,1,14140.9
Unweakened Pro-branch,UnWPb2,1,14140.12
Unweakened Con-branch,UnWCb1,3,"14140.7,14140.28,14140.11"
Unweakened Con-branch,UnWCb2,22,"14140.19,14140.197,14140.114,14140.119,14140.117,14140.56,14140.8,14140.84,14140.85,14140.39,14140.30,14140.74,14140.62,14140.64,14140.63,14140.65,14140.27,14140.22,14140.34,14140.33,14140.32,14140.13"
Unweakened Con-branch,UnWCb3,6,"14140.54,14140.73,14140.125,14140.128,14140.82,14140.88"
Unweakened Con-branch,UnWCb4,3,"14140.91,14140.10,14140.17"
Unweakened Con-branch,UnWCb5,1,14140.113
Unweakened Con-branch,UnWCb6,9,"14140.129,14140.2,14140.53,14140.80,14140.5,14140.75,14140.4,14140.3,14140.130"
Pro-Weakening branch,PWb1,1,14140.14
Pro-Weakening branch,PWb2,1,14140.44
Pro-Weakening branch,PWb3,1,14140.16
Pro-Weakening branch,PWb4,1,14140.50
Con-Weakening branch,CWb1,8,"14140.40,14140.43,14140.51,14140.52,14140.42,14140.41,14140.49,14140.48"
Con-Weakening branch,CWb2,1,14140.112
Con-Weakening branch,CWb3,1,14140.15
Con-Weakening branch,CWb4,1,14140.58
Con-Weakening branch,CWb5,1,14140.61
Con-Weakening branch,CWb6,1,14140.60
Con-Weakening branch,CWb7,1,14140.131
Con-Weakening branch,CWb8,1,14140.83
Con-Weakening branch,CWb9,1,14140.18
Con-Weakening branch,CWb10,1,14140.26
