Branch_Type,Branch_ID,Size,Arguments
# Debate File:,62470_T1of1_62470.3.json,,
# Target Argument:,62470.3,,
# Total Branches:,46,,

Pro-branch,Pb1,19,"62470.5,62470.234,62470.170,62470.172,62470.11,62470.89,62470.137,62470.135,62470.139,62470.143,62470.141,62470.45,62470.43,62470.87,62470.85,62470.83,62470.81,62470.63,62470.35"
Pro-branch,Pb2,6,"62470.15,62470.99,62470.71,62470.107,62470.105,62470.55"
Pro-branch,Pb3,4,"62470.17,62470.51,62470.57,62470.19"
Con-branch,Cb1,37,"62470.21,62470.232,62470.131,62470.153,62470.155,62470.23,62470.165,62470.7,62470.157,62470.59,62470.13,62470.168,62470.159,62470.161,62470.25,62470.37,62470.49,62470.75,62470.65,62470.73,62470.228,62470.103,62470.208,62470.206,62470.204,62470.184,62470.200,62470.198,62470.196,62470.194,62470.192,62470.190,62470.182,62470.202,62470.61,62470.186,62470.188"
Con-branch,Cb2,45,"62470.29,62470.27,62470.255,62470.253,62470.9,62470.77,62470.69,62470.97,62470.95,62470.147,62470.151,62470.250,62470.174,62470.226,62470.236,62470.224,62470.149,62470.133,62470.145,62470.93,62470.210,62470.214,62470.216,62470.212,62470.259,62470.180,62470.178,62470.242,62470.222,62470.240,62470.218,62470.246,62470.248,62470.176,62470.220,62470.244,62470.91,62470.67,62470.111,62470.109,62470.33,62470.257,62470.47,62470.31,62470.53"
Con-branch,Cb3,1,62470.41
Con-branch,Cb4,6,"62470.119,62470.39,62470.113,62470.101,62470.163,62470.122"
Con-branch,Cb5,1,62470.230
Con-branch,Cb6,1,62470.261
Unweakened Pro-branch,UnWPb1,3,"62470.5,62470.234,62470.11"
Unweakened Pro-branch,UnWPb2,2,"62470.15,62470.71"
Unweakened Pro-branch,UnWPb3,1,62470.17
Unweakened Con-branch,UnWCb1,5,"62470.21,62470.232,62470.23,62470.165,62470.25"
Unweakened Con-branch,UnWCb2,5,"62470.29,62470.27,62470.255,62470.9,62470.31"
Unweakened Con-branch,UnWCb3,1,62470.41
Unweakened Con-branch,UnWCb4,4,"62470.119,62470.101,62470.163,62470.122"
Unweakened Con-branch,UnWCb5,1,62470.230
Unweakened Con-branch,UnWCb6,1,62470.261
Pro-Weakening branch,PWb1,1,62470.35
Pro-Weakening branch,PWb2,1,62470.63
Pro-Weakening branch,PWb3,2,"62470.170,62470.172"
Pro-Weakening branch,PWb4,1,62470.55
Pro-Weakening branch,PWb5,1,62470.99
Pro-Weakening branch,PWb6,1,62470.19
Pro-Weakening branch,PWb7,1,62470.57
Pro-Weakening branch,PWb8,1,62470.51
Pro-Weakening branch,PWb9,5,"62470.43,62470.87,62470.85,62470.83,62470.81"
Pro-Weakening branch,PWb10,1,62470.45
Pro-Weakening branch,PWb11,6,"62470.89,62470.137,62470.135,62470.139,62470.143,62470.141"
Pro-Weakening branch,PWb12,1,62470.105
Pro-Weakening branch,PWb13,1,62470.107
Con-Weakening branch,CWb1,3,"62470.61,62470.186,62470.188"
Con-Weakening branch,CWb2,15,"62470.73,62470.228,62470.103,62470.208,62470.206,62470.204,62470.184,62470.200,62470.198,62470.196,62470.194,62470.192,62470.190,62470.182,62470.202"
Con-Weakening branch,CWb3,3,"62470.131,62470.153,62470.155"
Con-Weakening branch,CWb4,1,62470.53
Con-Weakening branch,CWb5,2,"62470.39,62470.113"
Con-Weakening branch,CWb6,1,62470.65
Con-Weakening branch,CWb7,1,62470.75
Con-Weakening branch,CWb8,4,"62470.13,62470.168,62470.159,62470.161"
Con-Weakening branch,CWb9,3,"62470.7,62470.157,62470.59"
Con-Weakening branch,CWb10,3,"62470.33,62470.257,62470.47"
Con-Weakening branch,CWb11,3,"62470.67,62470.111,62470.109"
Con-Weakening branch,CWb12,31,"62470.69,62470.97,62470.95,62470.147,62470.151,62470.250,62470.174,62470.226,62470.236,62470.224,62470.149,62470.133,62470.145,62470.93,62470.210,62470.214,62470.216,62470.212,62470.259,62470.180,62470.178,62470.242,62470.222,62470.240,62470.218,62470.246,62470.248,62470.176,62470.220,62470.244,62470.91"
Con-Weakening branch,CWb13,1,62470.253
Con-Weakening branch,CWb14,2,"62470.37,62470.49"
Con-Weakening branch,CWb15,1,62470.77
