Branch_Type,Branch_ID,Size,Arguments
# Debate File:,60955_T2of18_60955.7.json,,
# Target Argument:,60955.7,,
# Total Branches:,8,,

Pro-branch,Pb1,8,"60955.172,60955.182,60955.186,60955.184,60955.174,60955.177,60955.81,60955.179"
Con-branch,Cb1,7,"60955.188,60955.193,60955.197,60955.195,60955.77,60955.191,60955.79"
Unweakened Pro-branch,UnWPb1,4,"60955.172,60955.174,60955.177,60955.81"
Unweakened Con-branch,UnWCb1,3,"60955.188,60955.77,60955.79"
Pro-Weakening branch,PWb1,3,"60955.182,60955.186,60955.184"
Pro-Weakening branch,PWb2,1,60955.179
Con-Weakening branch,CWb1,3,"60955.193,60955.197,60955.195"
Con-Weakening branch,CWb2,1,60955.191
