Branch_Type,Branch_ID,Size,Arguments
# Debate File:,61711_T1of1_61711.3.json,,
# Target Argument:,61711.3,,
# Total Branches:,24,,

Pro-branch,Pb1,8,"61711.16,61711.30,61711.38,61711.36,61711.34,61711.7,61711.5,61711.52"
Pro-branch,Pb2,3,"61711.24,61711.26,61711.32"
Pro-branch,Pb3,2,"61711.44,61711.54"
Pro-branch,Pb4,1,61711.56
Con-branch,Cb1,4,"61711.10,61711.58,61711.62,61711.60"
Con-branch,Cb2,4,"61711.14,61711.40,61711.28,61711.19"
Con-branch,Cb3,2,"61711.21,61711.12"
Con-branch,Cb4,3,"61711.42,61711.50,61711.48"
Con-branch,Cb5,1,61711.46
Unweakened Pro-branch,UnWPb1,4,"61711.16,61711.7,61711.5,61711.52"
Unweakened Pro-branch,UnWPb2,1,61711.24
Unweakened Pro-branch,UnWPb3,1,61711.44
Unweakened Pro-branch,UnWPb4,1,61711.56
Unweakened Con-branch,UnWCb1,3,"61711.10,61711.58,61711.60"
Unweakened Con-branch,UnWCb2,2,"61711.14,61711.19"
Unweakened Con-branch,UnWCb3,2,"61711.21,61711.12"
Unweakened Con-branch,UnWCb4,3,"61711.42,61711.50,61711.48"
Unweakened Con-branch,UnWCb5,1,61711.46
Pro-Weakening branch,PWb1,4,"61711.30,61711.38,61711.36,61711.34"
Pro-Weakening branch,PWb2,2,"61711.26,61711.32"
Pro-Weakening branch,PWb3,1,61711.54
Con-Weakening branch,CWb1,1,61711.28
Con-Weakening branch,CWb2,1,61711.40
Con-Weakening branch,CWb3,1,61711.62
