Branch_Type,Branch_ID,Size,Arguments
# Debate File:,57373_T1of1_57373.3.json,,
# Target Argument:,57373.3,,
# Total Branches:,35,,

Pro-branch,Pb1,10,"57373.9,57373.165,57373.193,57373.172,57373.53,57373.55,57373.41,57373.11,57373.57,57373.13"
Pro-branch,Pb2,21,"57373.19,57373.5,57373.17,57373.27,57373.25,57373.7,57373.226,57373.228,57373.69,57373.29,57373.71,57373.37,57373.39,57373.35,57373.33,57373.75,57373.31,57373.73,57373.23,57373.21,57373.243"
Pro-branch,Pb3,11,"57373.77,57373.159,57373.163,57373.161,57373.81,57373.90,57373.92,57373.79,57373.87,57373.85,57373.83"
Con-branch,Cb1,10,"57373.59,57373.222,57373.224,57373.184,57373.188,57373.186,57373.141,57373.238,57373.63,57373.65"
Con-branch,Cb2,22,"57373.61,57373.220,57373.157,57373.236,57373.234,57373.132,57373.112,57373.47,57373.67,57373.49,57373.170,57373.212,57373.138,57373.252,57373.126,57373.130,57373.214,57373.218,57373.216,57373.145,57373.153,57373.155"
Con-branch,Cb3,7,"57373.174,57373.207,57373.190,57373.198,57373.176,57373.180,57373.178"
Unweakened Pro-branch,UnWPb1,4,"57373.9,57373.41,57373.11,57373.13"
Unweakened Pro-branch,UnWPb2,14,"57373.19,57373.5,57373.17,57373.27,57373.25,57373.7,57373.29,57373.37,57373.39,57373.35,57373.33,57373.31,57373.23,57373.21"
Unweakened Pro-branch,UnWPb3,8,"57373.77,57373.81,57373.90,57373.92,57373.79,57373.87,57373.85,57373.83"
Unweakened Con-branch,UnWCb1,3,"57373.59,57373.222,57373.224"
Unweakened Con-branch,UnWCb2,2,"57373.61,57373.220"
Unweakened Con-branch,UnWCb3,2,"57373.174,57373.198"
Pro-Weakening branch,PWb1,2,"57373.53,57373.55"
Pro-Weakening branch,PWb2,3,"57373.165,57373.193,57373.172"
Pro-Weakening branch,PWb3,1,57373.69
Pro-Weakening branch,PWb4,2,"57373.226,57373.228"
Pro-Weakening branch,PWb5,3,"57373.159,57373.163,57373.161"
Pro-Weakening branch,PWb6,1,57373.57
Pro-Weakening branch,PWb7,1,57373.243
Pro-Weakening branch,PWb8,1,57373.71
Pro-Weakening branch,PWb9,1,57373.73
Pro-Weakening branch,PWb10,1,57373.75
Con-Weakening branch,CWb1,2,"57373.63,57373.65"
Con-Weakening branch,CWb2,2,"57373.141,57373.238"
Con-Weakening branch,CWb3,3,"57373.184,57373.188,57373.186"
Con-Weakening branch,CWb4,10,"57373.138,57373.252,57373.126,57373.130,57373.214,57373.218,57373.216,57373.145,57373.153,57373.155"
Con-Weakening branch,CWb5,1,57373.212
Con-Weakening branch,CWb6,1,57373.170
Con-Weakening branch,CWb7,3,"57373.47,57373.67,57373.49"
Con-Weakening branch,CWb8,3,"57373.176,57373.180,57373.178"
Con-Weakening branch,CWb9,1,57373.190
Con-Weakening branch,CWb10,1,57373.207
Con-Weakening branch,CWb11,1,57373.112
Con-Weakening branch,CWb12,1,57373.132
Con-Weakening branch,CWb13,3,"57373.157,57373.236,57373.234"
