Branch_Type,Branch_ID,Size,Arguments
# Debate File:,32108_T1of1_32108.3.json,,
# Target Argument:,32108.3,,
# Total Branches:,29,,

Pro-branch,Pb1,19,"32108.5,32108.29,32108.73,32108.83,32108.79,32108.81,32108.77,32108.55,32108.47,32108.142,32108.85,32108.41,32108.31,32108.33,32108.21,32108.17,32108.102,32108.104,32108.19"
Pro-branch,Pb2,20,"32108.7,32108.65,32108.100,32108.61,32108.69,32108.67,32108.75,32108.59,32108.71,32108.63,32108.57,32108.53,32108.43,32108.98,32108.45,32108.39,32108.35,32108.96,32108.94,32108.23"
Pro-branch,Pb3,6,"32108.9,32108.140,32108.138,32108.136,32108.89,32108.87"
Con-branch,Cb1,4,"32108.11,32108.110,32108.106,32108.108"
Con-branch,Cb2,8,"32108.13,32108.49,32108.51,32108.37,32108.118,32108.15,32108.132,32108.134"
Con-branch,Cb3,2,"32108.25,32108.27"
Con-branch,Cb4,1,32108.91
Unweakened Pro-branch,UnWPb1,11,"32108.5,32108.29,32108.73,32108.83,32108.77,32108.47,32108.41,32108.31,32108.33,32108.17,32108.19"
Unweakened Pro-branch,UnWPb2,15,"32108.7,32108.61,32108.67,32108.59,32108.71,32108.63,32108.57,32108.43,32108.98,32108.45,32108.39,32108.35,32108.96,32108.94,32108.23"
Unweakened Pro-branch,UnWPb3,4,"32108.9,32108.140,32108.138,32108.136"
Unweakened Con-branch,UnWCb1,3,"32108.11,32108.106,32108.108"
Unweakened Con-branch,UnWCb2,3,"32108.13,32108.49,32108.51"
Unweakened Con-branch,UnWCb3,2,"32108.25,32108.27"
Unweakened Con-branch,UnWCb4,1,32108.91
Pro-Weakening branch,PWb1,1,32108.21
Pro-Weakening branch,PWb2,1,32108.55
Pro-Weakening branch,PWb3,1,32108.53
Pro-Weakening branch,PWb4,2,"32108.65,32108.100"
Pro-Weakening branch,PWb5,1,32108.87
Pro-Weakening branch,PWb6,1,32108.89
Pro-Weakening branch,PWb7,2,"32108.102,32108.104"
Pro-Weakening branch,PWb8,1,32108.85
Pro-Weakening branch,PWb9,1,32108.142
Pro-Weakening branch,PWb10,2,"32108.79,32108.81"
Pro-Weakening branch,PWb11,1,32108.69
Pro-Weakening branch,PWb12,1,32108.75
Con-Weakening branch,CWb1,1,32108.110
Con-Weakening branch,CWb2,3,"32108.15,32108.132,32108.134"
Con-Weakening branch,CWb3,2,"32108.37,32108.118"
