Branch_Type,Branch_ID,Size,Arguments
# Debate File:,45079_T1of1_45079.3.json,,
# Target Argument:,45079.3,,
# Total Branches:,23,,

Pro-branch,Pb1,3,"45079.11,45079.23,45079.46"
Pro-branch,Pb2,3,"45079.15,45079.38,45079.48"
Pro-branch,Pb3,3,"45079.50,45079.61,45079.63"
Con-branch,Cb1,3,"45079.5,45079.19,45079.29"
Con-branch,Cb2,8,"45079.17,45079.13,45079.52,45079.57,45079.59,45079.54,45079.21,45079.27"
Con-branch,Cb3,9,"45079.31,45079.44,45079.42,45079.40,45079.34,45079.36,45079.7,45079.25,45079.9"
Unweakened Pro-branch,UnWPb1,1,45079.11
Unweakened Pro-branch,UnWPb2,2,"45079.15,45079.38"
Unweakened Pro-branch,UnWPb3,3,"45079.50,45079.61,45079.63"
Unweakened Con-branch,UnWCb1,2,"45079.5,45079.19"
Unweakened Con-branch,UnWCb2,1,45079.17
Unweakened Con-branch,UnWCb3,2,"45079.31,45079.7"
Pro-Weakening branch,PWb1,2,"45079.23,45079.46"
Pro-Weakening branch,PWb2,1,45079.48
Con-Weakening branch,CWb1,1,45079.27
Con-Weakening branch,CWb2,6,"45079.13,45079.52,45079.57,45079.59,45079.54,45079.21"
Con-Weakening branch,CWb3,2,"45079.34,45079.36"
Con-Weakening branch,CWb4,1,45079.40
Con-Weakening branch,CWb5,1,45079.42
Con-Weakening branch,CWb6,1,45079.44
Con-Weakening branch,CWb7,1,45079.29
Con-Weakening branch,CWb8,1,45079.9
Con-Weakening branch,CWb9,1,45079.25
