Branch_Type,Branch_ID,Size,Arguments
# Debate File:,29271_T6of8_29271.399.json,,
# Target Argument:,29271.399,,
# Total Branches:,13,,

Pro-branch,Pb1,2,"29271.557,29271.559"
Con-branch,Cb1,1,29271.551
Con-branch,Cb2,2,"29271.553,29271.555"
Con-branch,Cb3,7,"29271.561,29271.621,29271.623,29271.619,29271.565,29271.563,29271.567"
Con-branch,Cb4,1,29271.645
Unweakened Pro-branch,UnWPb1,2,"29271.557,29271.559"
Unweakened Con-branch,UnWCb1,1,29271.551
Unweakened Con-branch,UnWCb2,2,"29271.553,29271.555"
Unweakened Con-branch,UnWCb3,3,"29271.561,29271.565,29271.563"
Unweakened Con-branch,UnWCb4,1,29271.645
Con-Weakening branch,CWb1,1,29271.619
Con-Weakening branch,CWb2,2,"29271.621,29271.623"
Con-Weakening branch,CWb3,1,29271.567
