Branch_Type,Branch_ID,Size,Arguments
# Debate File:,36814_T9of12_36814.114.json,,
# Target Argument:,36814.114,,
# Total Branches:,9,,

Pro-branch,Pb1,1,36814.116
Pro-branch,Pb2,4,"36814.224,36814.353,36814.228,36814.226"
Pro-branch,Pb3,1,36814.367
Con-branch,Cb1,1,36814.122
Unweakened Pro-branch,UnWPb1,1,36814.116
Unweakened Pro-branch,UnWPb2,3,"36814.224,36814.353,36814.226"
Unweakened Pro-branch,UnWPb3,1,36814.367
Unweakened Con-branch,UnWCb1,1,36814.122
Pro-Weakening branch,PWb1,1,36814.228
