Branch_Type,Branch_ID,Size,Arguments
# Debate File:,62035_T1of1_62035.3.json,,
# Target Argument:,62035.3,,
# Total Branches:,24,,

Pro-branch,Pb1,3,"62035.7,62035.9,62035.18"
Pro-branch,Pb2,6,"62035.11,62035.86,62035.14,62035.41,62035.28,62035.26"
Pro-branch,Pb3,9,"62035.79,62035.51,62035.53,62035.16,62035.36,62035.20,62035.22,62035.24,62035.30"
Con-branch,Cb1,9,"62035.32,62035.73,62035.89,62035.43,62035.69,62035.67,62035.34,62035.75,62035.71"
Con-branch,Cb2,2,"62035.45,62035.65"
Con-branch,Cb3,6,"62035.47,62035.59,62035.57,62035.49,62035.63,62035.61"
Unweakened Pro-branch,UnWPb1,3,"62035.7,62035.9,62035.18"
Unweakened Pro-branch,UnWPb2,5,"62035.11,62035.14,62035.41,62035.28,62035.26"
Unweakened Pro-branch,UnWPb3,7,"62035.79,62035.16,62035.36,62035.20,62035.22,62035.24,62035.30"
Unweakened Con-branch,UnWCb1,3,"62035.32,62035.43,62035.34"
Unweakened Con-branch,UnWCb2,1,62035.45
Unweakened Con-branch,UnWCb3,2,"62035.47,62035.49"
Pro-Weakening branch,PWb1,1,62035.86
Pro-Weakening branch,PWb2,2,"62035.51,62035.53"
Con-Weakening branch,CWb1,2,"62035.73,62035.89"
Con-Weakening branch,CWb2,1,62035.65
Con-Weakening branch,CWb3,1,62035.57
Con-Weakening branch,CWb4,1,62035.59
Con-Weakening branch,CWb5,1,62035.71
Con-Weakening branch,CWb6,1,62035.75
Con-Weakening branch,CWb7,1,62035.67
Con-Weakening branch,CWb8,1,62035.69
Con-Weakening branch,CWb9,1,62035.61
Con-Weakening branch,CWb10,1,62035.63
