Branch_Type,Branch_ID,Size,Arguments
# Debate File:,43411_T9of11_43411.56.json,,
# Target Argument:,43411.56,,
# Total Branches:,6,,

Pro-branch,Pb1,1,43411.97
Con-branch,Cb1,12,"43411.66,43411.172,43411.170,43411.194,43411.192,43411.101,43411.105,43411.107,43411.109,43411.70,43411.73,43411.68"
Unweakened Pro-branch,UnWPb1,1,43411.97
Unweakened Con-branch,UnWCb1,4,"43411.66,43411.172,43411.101,43411.68"
Con-Weakening branch,CWb1,3,"43411.170,43411.194,43411.192"
Con-Weakening branch,CWb2,5,"43411.105,43411.107,43411.109,43411.70,43411.73"
