Branch_Type,Branch_ID,Size,Arguments
# Debate File:,37049_T1of1_37049.3.json,,
# Target Argument:,37049.3,,
# Total Branches:,22,,

Pro-branch,Pb1,13,"37049.11,37049.85,37049.64,37049.81,37049.87,37049.83,37049.62,37049.58,37049.32,37049.42,37049.25,37049.75,37049.77"
Pro-branch,Pb2,10,"37049.106,37049.7,37049.94,37049.34,37049.21,37049.91,37049.23,37049.19,37049.30,37049.56"
Con-branch,Cb1,6,"37049.9,37049.104,37049.109,37049.15,37049.54,37049.27"
Con-branch,Cb2,12,"37049.13,37049.71,37049.100,37049.73,37049.66,37049.60,37049.79,37049.38,37049.98,37049.40,37049.36,37049.102"
Con-branch,Cb3,2,"37049.46,37049.48"
Unweakened Pro-branch,UnWPb1,6,"37049.11,37049.64,37049.62,37049.58,37049.25,37049.75"
Unweakened Pro-branch,UnWPb2,7,"37049.106,37049.7,37049.34,37049.21,37049.91,37049.23,37049.19"
Unweakened Con-branch,UnWCb1,3,"37049.9,37049.104,37049.109"
Unweakened Con-branch,UnWCb2,5,"37049.13,37049.71,37049.100,37049.73,37049.66"
Unweakened Con-branch,UnWCb3,1,37049.46
Pro-Weakening branch,PWb1,2,"37049.32,37049.42"
Pro-Weakening branch,PWb2,1,37049.85
Pro-Weakening branch,PWb3,3,"37049.81,37049.87,37049.83"
Pro-Weakening branch,PWb4,1,37049.94
Pro-Weakening branch,PWb5,1,37049.77
Pro-Weakening branch,PWb6,2,"37049.30,37049.56"
Con-Weakening branch,CWb1,1,37049.27
Con-Weakening branch,CWb2,2,"37049.15,37049.54"
Con-Weakening branch,CWb3,2,"37049.36,37049.102"
Con-Weakening branch,CWb4,3,"37049.38,37049.98,37049.40"
Con-Weakening branch,CWb5,2,"37049.60,37049.79"
Con-Weakening branch,CWb6,1,37049.48
