Branch_Type,Branch_ID,Size,Arguments
# Debate File:,52939_T2of8_52939.48.json,,
# Target Argument:,52939.48,,
# Total Branches:,2,,

Con-branch,Cb1,1,52939.83
Unweakened Con-branch,UnWCb1,1,52939.83
