Branch_Type,Branch_ID,Size,Arguments
# Debate File:,41148_T3of9_41148.55.json,,
# Target Argument:,41148.55,,
# Total Branches:,4,,

Con-branch,Cb1,1,41148.62
Con-branch,Cb2,1,41148.247
Unweakened Con-branch,UnWCb1,1,41148.62
Unweakened Con-branch,UnWCb2,1,41148.247
