Branch_Type,Branch_ID,Size,Arguments
# Debate File:,18260_T1of1_18260.1.json,,
# Target Argument:,18260.1,,
# Total Branches:,20,,

Pro-branch,Pb1,2,"18260.2,18260.12"
Pro-branch,Pb2,1,18260.6
Pro-branch,Pb3,2,"18260.10,18260.15"
Pro-branch,Pb4,1,18260.11
Pro-branch,Pb5,1,18260.17
Con-branch,Cb1,4,"18260.7,18260.43,18260.45,18260.47"
Con-branch,Cb2,3,"18260.8,18260.39,18260.41"
Con-branch,Cb3,1,18260.9
Unweakened Pro-branch,UnWPb1,1,18260.2
Unweakened Pro-branch,UnWPb2,1,18260.6
Unweakened Pro-branch,UnWPb3,1,18260.10
Unweakened Pro-branch,UnWPb4,1,18260.11
Unweakened Pro-branch,UnWPb5,1,18260.17
Unweakened Con-branch,UnWCb1,3,"18260.7,18260.43,18260.45"
Unweakened Con-branch,UnWCb2,1,18260.8
Unweakened Con-branch,UnWCb3,1,18260.9
Pro-Weakening branch,PWb1,1,18260.12
Pro-Weakening branch,PWb2,1,18260.15
Con-Weakening branch,CWb1,2,"18260.39,18260.41"
Con-Weakening branch,CWb2,1,18260.47
