Branch_Type,Branch_ID,Size,Arguments
# Debate File:,42278_T1of1_42278.3.json,,
# Target Argument:,42278.3,,
# Total Branches:,20,,

Pro-branch,Pb1,4,"42278.5,42278.39,42278.23,42278.21"
Pro-branch,Pb2,3,"42278.9,42278.41,42278.33"
Pro-branch,Pb3,1,42278.15
Con-branch,Cb1,3,"42278.7,42278.25,42278.17"
Con-branch,Cb2,2,"42278.11,42278.31"
Con-branch,Cb3,3,"42278.13,42278.43,42278.29"
Con-branch,Cb4,3,"42278.19,42278.35,42278.27"
Unweakened Pro-branch,UnWPb1,2,"42278.5,42278.39"
Unweakened Pro-branch,UnWPb2,2,"42278.9,42278.41"
Unweakened Pro-branch,UnWPb3,1,42278.15
Unweakened Con-branch,UnWCb1,3,"42278.7,42278.25,42278.17"
Unweakened Con-branch,UnWCb2,1,42278.11
Unweakened Con-branch,UnWCb3,2,"42278.13,42278.43"
Unweakened Con-branch,UnWCb4,2,"42278.19,42278.27"
Pro-Weakening branch,PWb1,1,42278.21
Pro-Weakening branch,PWb2,1,42278.23
Pro-Weakening branch,PWb3,1,42278.33
Con-Weakening branch,CWb1,1,42278.31
Con-Weakening branch,CWb2,1,42278.29
Con-Weakening branch,CWb3,1,42278.35
