Branch_Type,Branch_ID,Size,Arguments
# Debate File:,1592_T3of3_1592.4.json,,
# Target Argument:,1592.4,,
# Total Branches:,65,,

Pro-branch,Pb1,18,"1592.5,1592.20,1592.512,1592.601,1592.166,1592.510,1592.1257,1592.1226,1592.83,1592.81,1592.35,1592.724,1592.62,1592.63,1592.82,1592.23,1592.276,1592.283"
Pro-branch,Pb2,27,"1592.6,1592.199,1592.32,1592.586,1592.597,1592.26,1592.9,1592.88,1592.189,1592.73,1592.72,1592.500,1592.377,1592.74,1592.1101,1592.1180,1592.1175,1592.22,1592.21,1592.803,1592.1099,1592.548,1592.599,1592.600,1592.29,1592.101,1592.324"
Pro-branch,Pb3,12,"1592.64,1592.800,1592.325,1592.429,1592.342,1592.1160,1592.1112,1592.804,1592.326,1592.1153,1592.1191,1592.378"
Pro-branch,Pb4,8,"1592.375,1592.743,1592.592,1592.594,1592.416,1592.385,1592.957,1592.777"
Con-branch,Cb1,6,"1592.91,1592.10,1592.280,1592.7,1592.426,1592.1242"
Con-branch,Cb2,118,"1592.158,1592.42,1592.522,1592.295,1592.234,1592.908,1592.907,1592.834,1592.840,1592.842,1592.843,1592.841,1592.837,1592.835,1592.993,1592.136,1592.745,1592.364,1592.788,1592.304,1592.275,1592.708,1592.526,1592.1244,1592.1243,1592.525,1592.680,1592.679,1592.678,1592.524,1592.523,1592.43,1592.1162,1592.1161,1592.477,1592.67,1592.15,1592.415,1592.421,1592.102,1592.384,1592.427,1592.396,1592.1115,1592.881,1592.737,1592.1025,1592.877,1592.736,1592.850,1592.488,1592.728,1592.1183,1592.1182,1592.1098,1592.127,1592.456,1592.120,1592.245,1592.122,1592.260,1592.171,1592.302,1592.395,1592.332,1592.486,1592.732,1592.152,1592.497,1592.504,1592.1013,1592.1024,1592.1023,1592.1022,1592.1020,1592.1105,1592.1019,1592.1016,1592.1106,1592.1030,1592.1015,1592.1014,1592.1107,1592.1021,1592.484,1592.516,1592.793,1592.733,1592.517,1592.262,1592.972,1592.869,1592.870,1592.290,1592.144,1592.457,1592.87,1592.425,1592.543,1592.587,1592.797,1592.529,1592.545,1592.602,1592.544,1592.603,1592.532,1592.128,1592.463,1592.227,1592.864,1592.323,1592.261,1592.153,1592.969,1592.970,1592.827,1592.530"
Unweakened Pro-branch,UnWPb1,3,"1592.5,1592.166,1592.510"
Unweakened Pro-branch,UnWPb2,6,"1592.6,1592.199,1592.9,1592.88,1592.73,1592.74"
Unweakened Pro-branch,UnWPb3,3,"1592.64,1592.325,1592.429"
Unweakened Pro-branch,UnWPb4,2,"1592.375,1592.592"
Unweakened Con-branch,UnWCb1,2,"1592.91,1592.10"
Unweakened Con-branch,UnWCb2,29,"1592.158,1592.42,1592.522,1592.136,1592.275,1592.708,1592.526,1592.1243,1592.525,1592.680,1592.679,1592.678,1592.524,1592.523,1592.43,1592.1162,1592.1161,1592.427,1592.127,1592.456,1592.120,1592.245,1592.486,1592.504,1592.1013,1592.1020,1592.1016,1592.1015,1592.1014"
Pro-Weakening branch,PWb1,6,"1592.548,1592.599,1592.600,1592.29,1592.101,1592.324"
Pro-Weakening branch,PWb2,8,"1592.35,1592.724,1592.62,1592.63,1592.82,1592.23,1592.276,1592.283"
Pro-Weakening branch,PWb3,1,1592.81
Pro-Weakening branch,PWb4,1,1592.83
Pro-Weakening branch,PWb5,2,"1592.512,1592.601"
Pro-Weakening branch,PWb6,1,1592.20
Pro-Weakening branch,PWb7,3,"1592.21,1592.803,1592.1099"
