Branch_Type,Branch_ID,Size,Arguments
# Debate File:,35658_T2of5_35658.5.json,,
# Target Argument:,35658.5,,
# Total Branches:,7,,

Pro-branch,Pb1,2,"35658.29,35658.41"
Con-branch,Cb1,3,"35658.9,35658.33,35658.31"
Con-branch,Cb2,1,35658.11
Unweakened Pro-branch,UnWPb1,2,"35658.29,35658.41"
Unweakened Con-branch,UnWCb1,2,"35658.9,35658.33"
Unweakened Con-branch,UnWCb2,1,35658.11
Con-Weakening branch,CWb1,1,35658.31
