Branch_Type,Branch_ID,Size,Arguments
# Debate File:,50144_T3of3_50144.7.json,,
# Target Argument:,50144.7,,
# Total Branches:,8,,

Pro-branch,Pb1,2,"50144.13,50144.53"
Pro-branch,Pb2,1,50144.21
Pro-branch,Pb3,2,"50144.27,50144.57"
Con-branch,Cb1,1,50144.31
Unweakened Pro-branch,UnWPb1,2,"50144.13,50144.53"
Unweakened Pro-branch,UnWPb2,1,50144.21
Unweakened Pro-branch,UnWPb3,2,"50144.27,50144.57"
Unweakened Con-branch,UnWCb1,1,50144.31
