Branch_Type,Branch_ID,Size,Arguments
# Debate File:,18408_T1of1_18408.1.json,,
# Target Argument:,18408.1,,
# Total Branches:,45,,

Pro-branch,Pb1,2,"18408.2,18408.22"
Pro-branch,Pb2,3,"18408.3,18408.41,18408.23"
Pro-branch,Pb3,1,18408.4
Pro-branch,Pb4,10,"18408.5,18408.58,18408.60,18408.21,18408.50,18408.54,18408.20,18408.40,18408.14,18408.13"
Pro-branch,Pb5,3,"18408.6,18408.17,18408.16"
Pro-branch,Pb6,5,"18408.7,18408.61,18408.62,18408.64,18408.63"
Pro-branch,Pb7,1,18408.15
Pro-branch,Pb8,3,"18408.34,18408.35,18408.36"
Pro-branch,Pb9,1,18408.126
Con-branch,Cb1,3,"18408.8,18408.32,18408.130"
Con-branch,Cb2,4,"18408.12,18408.33,18408.128,18408.37"
Con-branch,Cb3,3,"18408.18,18408.47,18408.53"
Con-branch,Cb4,1,18408.19
Con-branch,Cb5,4,"18408.43,18408.45,18408.46,18408.44"
Con-branch,Cb6,1,18408.56
Con-branch,Cb7,2,"18408.59,18408.132"
Con-branch,Cb8,1,18408.124
Unweakened Pro-branch,UnWPb1,1,18408.2
Unweakened Pro-branch,UnWPb2,3,"18408.3,18408.41,18408.23"
Unweakened Pro-branch,UnWPb3,1,18408.4
Unweakened Pro-branch,UnWPb4,3,"18408.5,18408.21,18408.13"
Unweakened Pro-branch,UnWPb5,3,"18408.6,18408.17,18408.16"
Unweakened Pro-branch,UnWPb6,2,"18408.7,18408.61"
Unweakened Pro-branch,UnWPb7,1,18408.15
Unweakened Pro-branch,UnWPb8,3,"18408.34,18408.35,18408.36"
Unweakened Pro-branch,UnWPb9,1,18408.126
Unweakened Con-branch,UnWCb1,1,18408.8
Unweakened Con-branch,UnWCb2,1,18408.12
Unweakened Con-branch,UnWCb3,1,18408.18
Unweakened Con-branch,UnWCb4,1,18408.19
Unweakened Con-branch,UnWCb5,3,"18408.43,18408.45,18408.44"
Unweakened Con-branch,UnWCb6,1,18408.56
Unweakened Con-branch,UnWCb7,1,18408.59
Unweakened Con-branch,UnWCb8,1,18408.124
Pro-Weakening branch,PWb1,1,18408.22
Pro-Weakening branch,PWb2,1,18408.14
Pro-Weakening branch,PWb3,2,"18408.20,18408.40"
Pro-Weakening branch,PWb4,2,"18408.58,18408.60"
Pro-Weakening branch,PWb5,2,"18408.50,18408.54"
Pro-Weakening branch,PWb6,3,"18408.62,18408.64,18408.63"
Con-Weakening branch,CWb1,2,"18408.32,18408.130"
Con-Weakening branch,CWb2,3,"18408.33,18408.128,18408.37"
Con-Weakening branch,CWb3,2,"18408.47,18408.53"
Con-Weakening branch,CWb4,1,18408.132
Con-Weakening branch,CWb5,1,18408.46
