Branch_Type,Branch_ID,Size,Arguments
# Debate File:,61795_T1of1_61795.3.json,,
# Target Argument:,61795.3,,
# Total Branches:,43,,

Pro-branch,Pb1,13,"61795.5,61795.87,61795.17,61795.21,61795.19,61795.15,61795.11,61795.13,61795.7,61795.27,61795.25,61795.23,61795.9"
Pro-branch,Pb2,3,"61795.29,61795.33,61795.31"
Pro-branch,Pb3,1,61795.43
Pro-branch,Pb4,2,"61795.49,61795.57"
Pro-branch,Pb5,6,"61795.51,61795.63,61795.61,61795.59,61795.55,61795.53"
Con-branch,Cb1,6,"61795.35,61795.89,61795.93,61795.91,61795.95,61795.85"
Con-branch,Cb2,2,"61795.37,61795.65"
Con-branch,Cb3,2,"61795.39,61795.41"
Con-branch,Cb4,1,61795.45
Con-branch,Cb5,1,61795.47
Con-branch,Cb6,1,61795.67
Con-branch,Cb7,3,"61795.69,61795.73,61795.71"
Con-branch,Cb8,1,61795.75
Con-branch,Cb9,1,61795.77
Con-branch,Cb10,2,"61795.79,61795.81"
Con-branch,Cb11,1,61795.83
Unweakened Pro-branch,UnWPb1,6,"61795.5,61795.87,61795.17,61795.19,61795.15,61795.11"
Unweakened Pro-branch,UnWPb2,2,"61795.29,61795.31"
Unweakened Pro-branch,UnWPb3,1,61795.43
Unweakened Pro-branch,UnWPb4,2,"61795.49,61795.57"
Unweakened Pro-branch,UnWPb5,3,"61795.51,61795.59,61795.53"
Unweakened Con-branch,UnWCb1,3,"61795.35,61795.89,61795.93"
Unweakened Con-branch,UnWCb2,2,"61795.37,61795.65"
Unweakened Con-branch,UnWCb3,2,"61795.39,61795.41"
Unweakened Con-branch,UnWCb4,1,61795.45
Unweakened Con-branch,UnWCb5,1,61795.47
Unweakened Con-branch,UnWCb6,1,61795.67
Unweakened Con-branch,UnWCb7,2,"61795.69,61795.71"
Unweakened Con-branch,UnWCb8,1,61795.75
Unweakened Con-branch,UnWCb9,1,61795.77
Unweakened Con-branch,UnWCb10,1,61795.79
Unweakened Con-branch,UnWCb11,1,61795.83
Pro-Weakening branch,PWb1,5,"61795.7,61795.27,61795.25,61795.23,61795.9"
Pro-Weakening branch,PWb2,1,61795.33
Pro-Weakening branch,PWb3,1,61795.55
Pro-Weakening branch,PWb4,1,61795.61
Pro-Weakening branch,PWb5,1,61795.63
Pro-Weakening branch,PWb6,1,61795.13
Pro-Weakening branch,PWb7,1,61795.21
Con-Weakening branch,CWb1,1,61795.85
Con-Weakening branch,CWb2,1,61795.73
Con-Weakening branch,CWb3,1,61795.81
Con-Weakening branch,CWb4,2,"61795.91,61795.95"
