Branch_Type,Branch_ID,Size,Arguments
# Debate File:,39053_T7of12_39053.15.json,,
# Target Argument:,39053.15,,
# Total Branches:,2,,

Con-branch,Cb1,1,39053.37
Unweakened Con-branch,UnWCb1,1,39053.37
