Branch_Type,Branch_ID,Size,Arguments
# Debate File:,39685_T13of14_39685.35.json,,
# Target Argument:,39685.35,,
# Total Branches:,8,,

Pro-branch,Pb1,1,39685.216
Con-branch,Cb1,2,"39685.37,39685.382"
Con-branch,Cb2,3,"39685.39,39685.101,39685.214"
Unweakened Pro-branch,UnWPb1,1,39685.216
Unweakened Con-branch,UnWCb1,1,39685.37
Unweakened Con-branch,UnWCb2,1,39685.39
Con-Weakening branch,CWb1,1,39685.382
Con-Weakening branch,CWb2,2,"39685.101,39685.214"
