Branch_Type,Branch_ID,Size,Arguments
# Debate File:,21101_T1of1_21101.1.json,,
# Target Argument:,21101.1,,
# Total Branches:,28,,

Pro-branch,Pb1,20,"21101.2,21101.111,21101.190,21101.198,21101.196,21101.115,21101.200,21101.41,21101.117,21101.188,21101.16,21101.109,21101.107,21101.21,21101.202,21101.29,21101.121,21101.192,21101.119,21101.194"
Pro-branch,Pb2,23,"21101.18,21101.102,21101.150,21101.164,21101.125,21101.162,21101.9,21101.90,21101.160,21101.22,21101.28,21101.27,21101.26,21101.25,21101.6,21101.204,21101.206,21101.154,21101.156,21101.123,21101.158,21101.42,21101.152"
Con-branch,Cb1,20,"21101.4,21101.39,21101.137,21101.92,21101.47,21101.11,21101.104,21101.36,21101.14,21101.30,21101.127,21101.129,21101.168,21101.98,21101.166,21101.12,21101.133,21101.172,21101.131,21101.170"
Con-branch,Cb2,19,"21101.8,21101.5,21101.140,21101.174,21101.38,21101.43,21101.37,21101.176,21101.17,21101.148,21101.180,21101.142,21101.178,21101.15,21101.146,21101.182,21101.184,21101.144,21101.186"
Unweakened Pro-branch,UnWPb1,8,"21101.2,21101.111,21101.115,21101.200,21101.41,21101.16,21101.107,21101.21"
Unweakened Pro-branch,UnWPb2,11,"21101.18,21101.9,21101.22,21101.27,21101.26,21101.25,21101.6,21101.154,21101.156,21101.42,21101.152"
Unweakened Con-branch,UnWCb1,4,"21101.4,21101.39,21101.11,21101.104"
Unweakened Con-branch,UnWCb2,3,"21101.8,21101.5,21101.140"
Pro-Weakening branch,PWb1,5,"21101.29,21101.121,21101.192,21101.119,21101.194"
Pro-Weakening branch,PWb2,5,"21101.102,21101.150,21101.164,21101.125,21101.162"
Pro-Weakening branch,PWb3,2,"21101.117,21101.188"
Pro-Weakening branch,PWb4,3,"21101.190,21101.198,21101.196"
Pro-Weakening branch,PWb5,2,"21101.123,21101.158"
Pro-Weakening branch,PWb6,2,"21101.204,21101.206"
Pro-Weakening branch,PWb7,2,"21101.90,21101.160"
Pro-Weakening branch,PWb8,1,21101.202
Pro-Weakening branch,PWb9,1,21101.109
Pro-Weakening branch,PWb10,1,21101.28
Con-Weakening branch,CWb1,5,"21101.12,21101.133,21101.172,21101.131,21101.170"
Con-Weakening branch,CWb2,6,"21101.30,21101.127,21101.129,21101.168,21101.98,21101.166"
Con-Weakening branch,CWb3,6,"21101.15,21101.146,21101.182,21101.184,21101.144,21101.186"
Con-Weakening branch,CWb4,5,"21101.17,21101.148,21101.180,21101.142,21101.178"
Con-Weakening branch,CWb5,3,"21101.137,21101.92,21101.47"
Con-Weakening branch,CWb6,2,"21101.37,21101.176"
Con-Weakening branch,CWb7,2,"21101.38,21101.43"
Con-Weakening branch,CWb8,1,21101.14
Con-Weakening branch,CWb9,1,21101.174
Con-Weakening branch,CWb10,1,21101.36
