Branch_Type,Branch_ID,Size,Arguments
# Debate File:,58126_T36of52_58126.93.json,,
# Target Argument:,58126.93,,
# Total Branches:,2,,

Con-branch,Cb1,2,"58126.153,58126.179"
Unweakened Con-branch,UnWCb1,2,"58126.153,58126.179"
