Branch_Type,Branch_ID,Size,Arguments
# Debate File:,62518_T4of5_62518.25.json,,
# Target Argument:,62518.25,,
# Total Branches:,2,,

Con-branch,Cb1,1,62518.37
Unweakened Con-branch,UnWCb1,1,62518.37
